corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_01_220,0,0,cnc_train_01_220_0_0,"As the city enters its ninth consecutive week of protests , the movement shows few signs of abating , as public anger at the government spreads to more parts of Hong Kong society .",[],0
cnc,train_01_221,0,0,cnc_train_01_221_0_0,"Thousands of civil servants , medical workers and staff from the city ’ s finance sector rallied on Thursday and Friday , while further protests were planned through the weekend .",[],0
cnc,train_01_222,0,0,cnc_train_01_222_0_0,"The protests , which began over a proposal to allow extradition to China , pose the most serious challenge to China ’ s authority over the city since 1997 , when it was returned from British to Chinese control .",[],0
cnc,train_01_223,0,0,cnc_train_01_223_0_0,"In recent days , Beijing has ramped up its condemnation of the protests , which it describes as “ riots ” , and has accused the US and other western powers of instigating the unrest to hurt China .",[],0
cnc,train_01_224,0,0,cnc_train_01_224_0_0,"On Thursday , Chen Daoxiang , the head of the Chinese army garrison in Hong Kong , said the military was “ determined to protect [ the ] national sovereignty ” of Hong Kong and would help put down the “ intolerable ” unrest if requested .",[],0
cnc,train_01_225,0,0,cnc_train_01_225_0_0,"Hong Kong police on Thursday also charged 44 people linked to the protests with “ rioting ” , a crime that carries a maximum penalty of 10 years in prison .",[],0
cnc,train_01_226,0,0,cnc_train_01_226_0_0,On online forums there were claims that police decided to allow the previously banned protest in Mongkok in order to surround demonstrators and arrest them en masse .,[],0
cnc,train_01_227,0,0,cnc_train_01_227_0_0,"“ If peaceful marches that disrupt the road for an afternoon or so don ’ t work , maybe it spills over to blockading more roads , maybe for long .",[],0
cnc,train_01_228,0,0,cnc_train_01_228_0_0,The statement condemned authorities for turning “ a deaf ear to peaceful protests from a wide section society ” and threatened more actions .,[],0
cnc,train_01_229,0,0,cnc_train_01_229_0_0,"An integrated steel plant , agriculture and mineral-based industries should be set up in Kadapa district for ensuring its comprehensive development and generate employment , CPI(M) district secretary B. Narayana demanded while addressing party functionaries who staged dharna in front of Kadapa Collectorate on Thursday .",[],0
cnc,train_01_230,0,0,cnc_train_01_230_0_0,"ANDHRA PRADESH Work in banks , insurance firms hit August 21 , 2008 00:00 IST Back to old days : A horse-drawn cart comes in handy for passengers as autos went off the road during the general strike in Kurnool on Wednesday .",[],0
cnc,train_01_231,0,0,cnc_train_01_231_0_0,"| Photo Credit : — Photo : U. Subramanyam Trade unions oppose move to introduce comprehensive insurance bill UPA failure to contain price line criticised Centre , States accused of sidelining CMP TIRUPATI : The all-India general strike called by trade unions on Wednesday badly hit the working of the PSU banks , LIC and the General Insurance Companies in Chittoor district .",[],0
cnc,train_01_232,0,0,cnc_train_01_232_0_0,"Besides the bank and the insurance company employees , medical and sales representatives , members of the UTF , anganwadi , municipal and construction workers , hamalis , including the RTC porters , participated in the rally taken out under the banner of the leftist unions protesting against the ‘ anti-employee ’ and ‘ anti-national ’ policies of the Congress-led UPA government .",[],0
cnc,train_01_233,0,0,cnc_train_01_233_0_0,UPA criticised Demonstrations were held in front of the bank branches and the insurance company premises denouncing the failure of the UPA government in holding the price line .,[],0
cnc,train_01_234,0,0,cnc_train_01_234_0_0,"Leaders of the CPI-M , CPI , TDP and the frontal units , addressing the rally , lashed out at the Central and State governments for doing nothing except chanting ‘ Indira , Rajiv and Sonia ’ mantra , grossly sideling the National Common Minimum Programme .",[],0
cnc,train_01_235,0,0,cnc_train_01_235_0_0,"Secretary of the Insurance Corporation Employees ’ Union , Nellore Division , K. Gopalakrishnaiah and other leaders , who held a demonstration in front of the United India Insurance Company here , criticised the UPA that had categorically said it would strengthen the LIC and GICs but was doing just the opposite by hiking the cap on the Foreign Direct Investment in the insurance sector .",[],0
cnc,train_01_236,0,0,cnc_train_01_236_0_0,Kurnool : Work in all offices and financial institutions came to a stand still on account of the strike .,[],0
cnc,train_01_237,0,0,cnc_train_01_237_0_0,"The membersof AITUC , CITU , CPI , CPI(M) , NGOs , bank and insurance employees unions took out a rally .",[],0
cnc,train_01_238,0,0,cnc_train_01_238_0_0,"Seven Maoists Killed in Gun Battle 18th February 2014 11:36 AM Seven Maoists were killed in a two-hour long gun battle with Maharashtra Police on the border the state shares with Chhattisgarh , a top official said Tuesday .",[],0
cnc,train_01_239,0,0,cnc_train_01_239_0_0,"The gun battle took place in the deep forests of Bedhkati area near the Gadchiroli-Gondia border around 11.30 p.m. late Monday , said Gadchiroli Superintendent of Police S. Haque .",[],0
cnc,train_01_240,0,0,cnc_train_01_240_0_0,""" The cross-firing lasted for nearly two hours .",[],0
cnc,train_01_241,0,0,cnc_train_01_241_0_0,"Several hundred people who have occupied homes at Delft on the Cape Flats are on their way to the Cape High Court in a bid to block their impending eviction , a spokesman said .",[],0
cnc,train_01_242,0,0,cnc_train_01_242_0_0,"Speaking just after 1pm , Poni said he and the hundreds of residents who had demonstrated outside the court were now on their way by train to the High Court , where they would make another attempt to get an urgent interdict .",[],0
cnc,train_01_243,0,0,cnc_train_01_243_0_0,"Police clueless about 15 abducted by Maoists 04th November 2011 09:45 PM PATNA : Four days after armed Maoists abducted 15 people , including 12 labourers , in Bihar 's Jamui district , police are still in dark about their whereabouts and have failed to rescue them , officials here said Friday .",[],0
cnc,train_01_244,0,0,cnc_train_01_244_0_0,""" Police have failed to recover the 15 abducted people .",[],0
cnc,train_01_245,0,0,cnc_train_01_245_0_0,Additional Director General of Police ( HQs ) Ravinder Kumar said that the state police along with central paramilitary forces have been working to rescue the abducted people .,[],0
cnc,train_01_246,0,0,cnc_train_01_246_0_0,"Search is on to trace and recover the abducted people , "" he said .","['<ARG1>Search is on</ARG1> <ARG0><SIG0>to</SIG0> trace and recover the abducted people</ARG0> , "" he said .']",1
cnc,train_01_247,0,0,cnc_train_01_247_0_0,"The incident took place early Tuesday at Balthara village in Jamui district , about 200 km from Patna , when over three dozen armed Maoists stormed the office of a private construction company engaged in bridge construction and abducted the 15 people .",[],0
cnc,train_01_248,0,0,cnc_train_01_248_0_0,"Police suspect that the Maoists abducted the workers after the company refused to pay "" protection money "" demanded by the rebels .",[],0
cnc,train_01_249,0,0,cnc_train_01_249_0_0,Police officials in Jamui said the Maoists might have crossed to forest area of neighbouring Jharkhand along with abducted people .,[],0
cnc,train_01_250,0,0,cnc_train_01_250_0_0,"Meanwhile , the banned Communist Party of India-Maoist 's Jamui-Bhagalpur zone commander Chiragda denied the outfit 's involvement in the abduction and alleged that local criminals were involved .",[],0
cnc,train_01_251,0,0,cnc_train_01_251_0_0,"SANGAREDDY : Shortage of urea : farmers protest in Sangareddy August 17 , 2010 00:00 IST With the shortage of urea staring farmers on their face , scores of farmers held ‘ rasta roko ' and ‘ dharna ' across the district .",[],0
cnc,train_01_252,0,0,cnc_train_01_252_0_0,"While earlier it was the turn of Telangana Rashtra Samithi ( TRS ) to participate in protests in support to farmers , on Monday it was the Telugu Desam .",[],0
cnc,train_01_253,0,0,cnc_train_01_253_0_0,"Former Minister P. Babumohan , who was in oblivion for long , suddenly turned up in Sangareddy and participated in the agitation held before the Collectorate .",[],0
cnc,train_01_254,0,0,cnc_train_01_254_0_0,"Addressing the gathering , Mr. Babumohan said that the party was committed to the cause of the farmers .",[],0
cnc,train_01_255,0,0,cnc_train_01_255_0_0,"Similar protests were held at Narsapur , Sadasivapet , Toguta and other places .",[],0
cnc,train_01_256,0,0,cnc_train_01_256_0_0,At Toopran farmers blocked roads and held protest .,[],0
cnc,train_01_257,0,0,cnc_train_01_257_0_0,"False assurances Despite serious protests from the farming community , it seems that none of the three Ministers – J. Geeta Reddy , C. Damodar Rajanarasimha and V. Sunitha Lakshma Reddy - took the issue seriously .",[],0
cnc,train_01_258,0,0,cnc_train_01_258_0_0,"Former TDP Minister P. Babumohan , who was in oblivion for long , participated in the agitation Despite assurances by the authorities , the stock of urea is not reaching farmers",[],0
cnc,train_01_259,0,0,cnc_train_01_259_0_0,The stir intensified when women activists on Tuesday voiced their support for those women set to march towards Shani Shingnapur temple in Maharashtra to break the centuries old tradition of not allowing the feminine gender to enter the sanctum sanctorum .,[],0
cnc,train_01_260,0,0,cnc_train_01_260_0_0,"Following the Shani temple stir , Muslim women too on Thursday staged a protest demanding entry into a restricted area of the Haji Ali dargah .",[],0
cnc,train_01_261,0,0,cnc_train_01_261_0_0,"Two labourers killed , workers stir at BALCO Raipur , june 3 Tension gripped BALCOs Korba plant and work was disrupted after two labourers were killed inside the plant .",[],0
cnc,train_01_262,0,0,cnc_train_01_262_0_0,"Following the incident , the labourers went on a dharna and stopped work .","['<SIG0>Following</SIG0> <ARG0>the incident</ARG0> , <ARG1>the labourers went on a dharna</ARG1> and stopped work .', 'Following the incident , <ARG0>the labourers went on a dharna</ARG0> and <ARG1>stopped work</ARG1> .']",2
cnc,train_01_263,0,0,cnc_train_01_263_0_0,District Collector Gaurav Dwivedi and Superintendent of Police M.S. Tomar rushed to the spot and asked the labourers to withdraw the strike .,[],0
cnc,train_01_264,0,0,cnc_train_01_264_0_0,"At the same time , the Jawaharlal Nehru University Staff Association ( JNUSA ) and Jawaharlal Nehru University Officers Association ( JNUOA ) also sought action against those who shouted anti-national slogans on the campus on February 9 .",[],0
cnc,train_01_265,0,0,cnc_train_01_265_0_0,The escalating protests in the JNU follow the arrest of student union president Kanhaiya Kumar on charges that he too shouted the anti-Indian slogans at a meeting on Kashmir .,[],0
cnc,train_01_266,0,0,cnc_train_01_266_0_0,"His arrest has sparked widespread protests by students , teachers as well as opposition parties .",[],0
cnc,train_01_267,0,0,cnc_train_01_267_0_0,The non-teaching staff staged protests in front of the administrative block of the JNU .,[],0
cnc,train_01_268,0,0,cnc_train_01_268_0_0,""" We appeal the JNU administration and central government to take strict action against whomsoever is responsible for the ( slogan-shouting ) incident . "" "" The guilty should be immediately arrested and severely punished , "" JNUSA general secretary Ajay Kumar told the media .",[],0
cnc,train_01_269,0,0,cnc_train_01_269_0_0,Ajay Kumar told IANS that the non-teaching staff were only protesting and not going on strike .,[],0
cnc,train_01_270,0,0,cnc_train_01_270_0_0,( PICS AVAILABLE ON www.sapapics.co.za ) A crowd of supporters erupted as Jacob Zuma walked on to a stage outside the Pietermaritzburg High Court on Thursday to address them .,[],0
cnc,train_01_271,0,0,cnc_train_01_271_0_0,"`` This time we will hear from the real judge , not those people we meet on the streets who make decisions , '' Zuma said , after waiting some time for the excited cheering and applause to subside .",[],0
cnc,train_01_272,0,0,cnc_train_01_272_0_0,"The former deputy president told the group , who had spent the morning keeping up a routine of songs and marching , that the judge would sit and analyse the issue of whether to postpone his and his co-accused Thint 's trial .",[],0
cnc,train_01_273,0,0,cnc_train_01_273_0_0,"VISAKHAPATNAM DCI employees go on mass casual leave , threaten to intensify stir December 06 , 2017 00:00 IST Urge Central government to drop privatisation move A day after alleged suicide by one of their colleagues , the employees , including officers , went on a mass casual leave on Tuesday to press for their demand to withdraw decision on privatisation of Dredging Corporation of India ( DCI ) .",[],0
cnc,train_01_274,0,0,cnc_train_01_274_0_0,"The employees also served an ultimatum to the government that unless they shelved the decision on privatisation , they would go ahead with their indefinite strike plan and intensify their ongoing agitation .",[],0
cnc,train_01_275,0,0,cnc_train_01_275_0_0,"As hundreds of employees from the city went to Vizianagaram to take part in the last rites of N. Venkatesh , 28 , an assistant in the administration department of the corporation , who committed suicide on railway tracks to protest against the Centre ’ s decision on strategic stake sale of DCI , an all-union meeting convened by the CITU resolved to organise demonstrations in front of all industrial establishments located in the city on Wednesday .",[],0
cnc,train_01_276,0,0,cnc_train_01_276_0_0,"The employees paid tributes to the photograph of Venkatesh at the DCI corporate office and protest camp at Three Horse Junction , where their relay hunger strike entered the eighth day on Tuesday .",[],0
cnc,train_01_277,0,0,cnc_train_01_277_0_0,"NATIONAL Rallies mark Nandigram anniversary March 15 , 2008 00:00 IST KOLKATA : Processions and rallies were taken out at Nandigram and here on Friday , first anniversary of the police firing and subsequent violence , which claimed 14 lives in the village in East Midnapore district .",[],0
cnc,train_01_278,0,0,cnc_train_01_278_0_0,"Addressing a congregation at Gokulnagar , Nandigram , Trinamool Congress chief Mamata Banerjee said the people would give a fitting reply to the Communist Party of India (Marxist)-led government for the “ carnage . ” “ Violence continues ” Condemning the “ atrocities committed by CPI(M) cadres on the innocent people of Nandigram , ” Ms. Banerjee said even after a year “ those responsible had not been punished .",[],0
cnc,train_01_279,0,0,cnc_train_01_279_0_0,"Social activist Medha Patkar and Pravash Ghosh , State secretary of the Socialist Unity Centre of India — a new Trinamool ally — addressed the rally .",[],0
cnc,train_01_280,0,0,cnc_train_01_280_0_0,"In Nandigram , Parliamentary Affairs Minister Priyaranjan Dasmunsi led a silent procession and placed wreaths at one of the memorial tombs .",[],0
cnc,train_01_281,0,0,cnc_train_01_281_0_0,"We wo n't tolerate attacks on our drivers , say KZN trucking companies ANA Reporter DURBAN , June 3 ( ANA ) – Trucking companies said on Monday they would not tolerate attacks on their drivers , following the torching of 17 trucks in KwaZulu-Natal at the weekend .",[],0
cnc,train_01_282,0,0,cnc_train_01_282_0_0,"Hassan said that over the past three weeks , more than 60 trucks had come under attack and there were `` a lot of injuries '' of drivers .",[],0
cnc,train_01_283,0,0,cnc_train_01_283_0_0,"Local drivers have allegedly been attacking the vehicles and threatening foreign drivers , who they accuse of taking jobs meant for locals .",[],0
cnc,train_01_284,0,0,cnc_train_01_284_0_0,"Zikalala said that following stakeholder meetings on Sunday and Monday morning , all parties decided that the police would establish a rapid response team to attend to the attacks .",[],0
cnc,train_01_285,0,0,cnc_train_01_285_0_0,"KERALA Demanding quota Show of strength : A protest rally by the Vaikunta Swamy Dharma Pracharana Sabha ( VSDP ) in front of the Secretariat on Wednesday raising various demands , including 10 per cent reservation .",[],0
cnc,train_01_286,0,0,cnc_train_01_286_0_0,"Congress Workers Stage ' Rail Roko ' in Maharashtra Against Train Fare Hike 25th June 2014 12:36 PM MUMBAI : Congress workers today staged a ' rail roko ' in various parts of Maharashtra , excluding Mumbai , to protest the train fare hike .",[],0
cnc,train_01_287,0,0,cnc_train_01_287_0_0,""" We decided to exclude Mumbai , where the ' rail roko ' demonstrations were slated from 11 AM to 12 noon , to avoid inconvenience to suburban commuters , "" MPCC spokesperson Sachin Sawant told PTI .",[],0
cnc,train_01_288,0,0,cnc_train_01_288_0_0,""" Rail roko stir was successful in places like Thane , Navi Mumbai , Wardha and Akola , "" Sawant said .",[],0
cnc,train_01_289,0,0,cnc_train_01_289_0_0,"At these places , Congress workers staged the ' rail roko ' from 10 AM and 11 AM .",[],0
cnc,train_01_290,0,0,cnc_train_01_290_0_0,Congress is protesting the recent hike in railway passenger fares and freight rates announced by the Centre .,[],0
cnc,train_01_291,0,0,cnc_train_01_291_0_0,The party activists held demonstrations in various parts of the state protesting the fare hike and demanded an immediate rollback in the fares .,[],0
cnc,train_01_292,0,0,cnc_train_01_292_0_0,Suspected DHD rebels had allegedly set more than 50 houses ablaze on Saturday ; while 10 houses were torched on Sunday .,[],0
cnc,train_01_293,0,0,cnc_train_01_293_0_0,"Violence first broke out in the hill district on September 26 when three auto-rickshaw drivers , all belonging to the Dimasa tribe , were killed .",[],0
cnc,train_01_294,0,0,cnc_train_01_294_0_0,"TIRUCHI : Residents raise black flag atop their houses May 06 , 2016 00:00 IST Residents of Quaide Milleth Nagar near Ariyamangalam on Thursday hoisted black flags atop their houses demanding basic amenities and threatened to boycott the Assembly election if their demands were not conceded .",[],0
cnc,train_01_295,0,0,cnc_train_01_295_0_0,"( ATT SUBS : ADDS MUSLIM YOUTH MOVEMENT OF SA COMMENT ) It was too early to determine the impact of the strike conducted by the SA Commercial Catering and Allied Workers Union on the operations of Shoprite Checkers , the company said on Tuesday .",[],0
cnc,train_01_296,0,0,cnc_train_01_296_0_0,"`` Talks are underway to solve the wage dispute and to end the strike , '' she said .","[""`` <ARG1>Talks are underway</ARG1> <ARG0><SIG1>to</SIG1> solve the wage dispute and <SIG0>to</SIG0> end the strike</ARG0> , '' she said .""]",1
cnc,train_01_297,0,0,cnc_train_01_297_0_0,Saccawu members continued their national strike on Tuesday .,[],0
cnc,train_01_298,0,0,cnc_train_01_298_0_0,The Muslim Youth Movement of South Africa on Tuesday pledged solidarity with the striking workers .,[],0
cnc,train_01_299,0,0,cnc_train_01_299_0_0,"`` We call upon the Muslim community to put the striking workers and all the poor people battling against capitalist greed in their prayers and to use this glorious month of Ramadan to re-commit themselves to the struggle for socio-economic justice , equity and freedom for all , '' the organisation said .",[],0
cnc,train_01_300,0,0,cnc_train_01_300_0_0,`` We support the boycott of all Shoprite Checkers stores and may God shower his blessings on the striking workers . '',[],0
cnc,train_01_301,0,0,cnc_train_01_301_0_0,"Mon 23 Hungry Striker Four netizens enjoy a picnic in front of pro-Beijing group Justice Alliance convener Leticia Lee , who is on an “ indefinite ” hunger strike in front of the Central Government Offices .",[],0
cnc,train_01_302,0,0,cnc_train_01_302_0_0,Lee said her hunger strike would continue until the government instituted a stronger official response to Occupy Central and recent “ radical ” protests at Legco .,[],0
cnc,train_01_303,0,0,cnc_train_01_303_0_0,Fri 27 Fire Walking A 59 - year-old “ barefoot doctor ” is sentenced to four months in jail for attempted arson .,[],0
cnc,train_01_304,0,0,cnc_train_01_304_0_0,"He opened a bottle of paint thinner and took out a lighter , but was restrained by the police .",[],0
cnc,train_01_305,0,0,cnc_train_01_305_0_0,"2 held over poisoning threat to Tung PUBLISHED : Wednesday , 03 October , 2001 , 12:00am Donald Tsang Donald Tsang A couple suspected of sending a letter addressed to Chief Executive Tung Chee-hwa threatening to poison his food and drink and that of his two top officials were arrested in Central yesterday .",[],0
cnc,train_01_306,0,0,cnc_train_01_306_0_0,"Signed ' Hong Kong bin Laden ' , it also said the author was not happy with the work of Mr Tung 's two top officials , Chief Secretary Donald Tsang Yam-kuen and Financial Secretary Antony Leung Kam-chung , whom it also threatened to poison , a police source said last night .",[],0
cnc,train_01_307,0,0,cnc_train_01_307_0_0,"The African National Congress was on Friday protesting outside Prime Media 's Johannesburg offices , which owns EWN .",[],0
cnc,train_01_308,0,0,cnc_train_01_308_0_0,Spokesman Keith Khoza said they had decided to March to Prime Media because the cartoon had raised various concerns .,[],0
cnc,train_01_309,0,0,cnc_train_01_309_0_0,"He was inaugurating the dharna held in front of the Secretariat , ahead of the general strike called for February 28 , demanding to reject the PFRDA Bill .",[],0
cnc,train_01_310,0,0,cnc_train_01_310_0_0,S Mohana Chandran presided over the function .,[],0
cnc,train_01_311,0,0,cnc_train_01_311_0_0,"Maoists blow up panchayat office , godown - Indian Express Agencies , Agencies : Malkangiri ( Orissa ) , Sun May 30 2010 , 13:37 hrs Maoists blew up a panchayat office building and a godown in 's Malkangiri district early on Sunday in an apparent bid to prevent security personnel from camping there .",[],0
cnc,train_01_312,0,0,cnc_train_01_312_0_0,"The police said that around 50 armed ultras raided Kangurukunda village at Kalimela , about 40 km from here , early on Sunday and set off an explosion , destrying the panchayat office .",[],0
cnc,train_01_313,0,0,cnc_train_01_313_0_0,A godown nearby was also blown up by the rebels .,[],0
cnc,train_01_314,0,0,cnc_train_01_314_0_0,The two structures were targeted by the ultras because they believed they could serve as temporary camps for sheltering security personnel deployed in the area .,[],0
cnc,train_01_315,0,0,cnc_train_01_315_0_0,This was the third panchayat office building blown up by the Maoists in the Kalimela area in the last 45 days .,[],0
cnc,train_01_316,0,0,cnc_train_01_316_0_0,"Panchayat offices at Telrai and Badigata had earlier been blasted too by the ultras , sources said .",[],0
cnc,train_01_317,0,0,cnc_train_01_317_0_0,"Kasimedu Fishermen Keep Up Strike 18th January 2016 04:09 AM CHENNAI : Monday would mark the fifth day of strike by Kasimedu fishermen , who are protesting against the use of high-powered engines by Andhra fishermen .",[],0
cnc,train_01_318,0,0,cnc_train_01_318_0_0,"As many as 6,000 fishing boats , including mechanised boats and fibre boats from the region had stopped venturing into the sea from January 13 due to which the inflow of fish into the city ’ s market decreased .",[],0
cnc,train_01_319,0,0,cnc_train_01_319_0_0,Blockade against power plant 13th September 2011 08:19 AM ANGUL : They made their intention loud and clear raising slogans against JR Power Plant .,[],0
cnc,train_01_320,0,0,cnc_train_01_320_0_0,Hundreds of locals on Monday blocked NH 55 for six hours demanding scraping of the MoU .,['<ARG1>Hundreds of locals on Monday blocked NH 55 for six hours</ARG1> <ARG0><SIG0>demanding</SIG0> scraping of the MoU</ARG0> .'],1
cnc,train_01_321,0,0,cnc_train_01_321_0_0,"The slogan , “ We want Sureswari irrigation project not JR Power Plant ” rented the air even as vehicular traffic came to a standstill from 6 am till noon following the blockade by people of Kishorenagar area .",[],0
cnc,train_01_322,0,0,cnc_train_01_322_0_0,They had earlier staged agitations at Kishorenagar and Angul .,[],0
cnc,train_01_323,0,0,cnc_train_01_323_0_0,"The protestors accused the Government of reneging on its commitment when the Chief Minister had himself announced , during an election rally , allocation of funds for the proposed Sureswari irrigation project here .",[],0
cnc,train_01_324,0,0,cnc_train_01_324_0_0,The stir was led by Ramani Ranjan Padhan under the banner of Jivan Jibika Surakhya Samiti .,[],0
cnc,train_02_0,0,0,cnc_train_02_0_0_0,The blockade was lifted following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra to apprise the State Government of their demand .,"['<ARG1>The blockade was lifted</ARG1> <SIG0>following</SIG0> <ARG0>an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra</ARG0> to apprise the State Government of their demand .', '<ARG1>The blockade was lifted</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0><SIG0>to</SIG0> apprise the State Government of their demand</ARG0> .']",2
cnc,train_02_1,0,0,cnc_train_02_1_0_0,"“ Instead of blocking traffic here , they should go to Bhubaneswar with their demand .",[],0
cnc,train_02_2,0,0,cnc_train_02_2_0_0,"ALIGARH : AMU shut down following violence May 01 , 2011 00:00 IST Aligarh Muslim University has been closed indefinitely in the wake of violence among students late on Friday evening .",[],0
cnc,train_02_3,0,0,cnc_train_02_3_0_0,"There had been some violence on Friday , but this drastic step was not required .",[],0
cnc,train_02_4,0,0,cnc_train_02_4_0_0,” AMU Registrar Prof. V. K. Abdul Jaleel 's notice says the university was being closed sine die “ on the basis of report received from the district administration and in the view of the unfortunate incident that occurred ” on Friday evening .,[],0
cnc,train_02_5,0,0,cnc_train_02_5_0_0,"While rivalry between student groups led to the violence in which firing from a country - made pistol allegedly took place and eight students were said to be injured , the exact provocation behind the incident is not clear .",[],0
cnc,train_02_6,0,0,cnc_train_02_6_0_0,The V-C said the university has received “ several reports of misbehaviour and group clashes in various halls of residence and outside ” .,[],0
cnc,train_02_7,0,0,cnc_train_02_7_0_0,"Stop attacks , Centre advises Maharashtra after UP migrant killed - Indian Express Amitabh Sinha , Amitabh Sinha : New Delhi , October 29 , Thu Oct 30 2008 , 01:17 hrs Several hours after a migrant labourer from U P was allegedly beaten to death by a group of Marathi-speaking men on a suburban train headed for Mumbai , the Centre issued a stern advisory to the Maharashtra government , asking it to act quickly to end the violence against north Indians and ensure the safety of everyone living in India 's financial capital .",[],0
cnc,train_02_8,0,0,cnc_train_02_8_0_0,"Earlier , came news of the lynching of Dharam Dev Rai , 25 , in a local train in the early hours of Wednesday .",[],0
cnc,train_02_9,0,0,cnc_train_02_9_0_0,Angry BJP workers staged road blockade at Jogiapalli for around three hours to protest against this police action .,[],0
cnc,train_02_10,0,0,cnc_train_02_10_0_0,Rajendra Kumar led this road blockade .,[],0
cnc,train_02_11,0,0,cnc_train_02_11_0_0,"A high level team of the party led by State vice-president of the BJP , Nalini Mohanty is to visit Jogiapalli on Friday to enquire about the incident and meet the injured party workers .",[],0
cnc,train_02_12,0,0,cnc_train_02_12_0_0,"ROHTAK : Protesters block traffic , Hooda orders probe into violence ROHTAK : , May 14 , 2013 00:00 IST Arya Samaj leader Acharya Baldev addressing followers in Rohtak on Monday during a protest to demand release of leaders arrested in connection with Sunday ’ s clash .",[],0
cnc,train_02_13,0,0,cnc_train_02_13_0_0,"– PHOTO : PTI ROHTAK : , Arya Samaj activists place body of police firing victim on road An uneasy calm prevailed in Karontha village here on Monday with protesters blocking traffic and placing the body of one of the three persons killed in Sunday ’ s clash on road even as Haryana Chief Minister Bhupinder Singh Hooda ordered a magisterial probe into the violence .",[],0
cnc,train_02_14,0,0,cnc_train_02_14_0_0,"The Arya Samaj activists placed the body of 40 - year-old Promila on Rohtak-Jhajjar road near Satlok Ashram and refused to disperse till their leaders , arrested in connection with Sunday ’ s clash were released .",[],0
cnc,train_02_15,0,0,cnc_train_02_15_0_0,"Promila , a resident of Karontha village , allegedly died of gunshot wounds during clashes which erupted after police stopped Arya Samaj activists from heading towards the Ashram headed by one Rampal .",[],0
cnc,train_02_16,0,0,cnc_train_02_16_0_0,"Three persons were killed and over 100 , including 50 cops , injured in the pitched battles between police and Arya Samaj followers .",[],0
cnc,train_02_17,0,0,cnc_train_02_17_0_0,"A large numbers of Arya Samaj activists , who had gathered at the hospital , took the body in a vehicle and placed it on Rohtak-Jhajjar road close to Satlok Ashram .",[],0
cnc,train_02_18,0,0,cnc_train_02_18_0_0,The traffic on Rohtak-Jhajjar highway remained disrupted prompting police to divert vehicles to other routes .,[],0
cnc,train_02_19,0,0,cnc_train_02_19_0_0,"Meanwhile , Chief Minister Bhupinder Singh Hooda ordered a probe by an Additional District Magistrate into the Sunday ’ s clash and announced a grant of Rs 10 lakh to the next of kin of the deceased .",[],0
cnc,train_02_20,0,0,cnc_train_02_20_0_0,"The row over possession of Satlok Ashram , headed by Rampal , took a violent turn on Sunday when police tried to stop Arya Pratinidhi Sabha activists from marching towards the Ashram .",[],0
cnc,train_02_21,0,0,cnc_train_02_21_0_0,"Curfew in Kashmir town for fourth day following clashes - Indian Express Agencies , Agencies : Srinagar , Thu Dec 23 2010 , 14:13 hrs Curfew continued to remain imposed without any relaxation in parts of Bandipora district of north Kashmir for the fourth consecutive day on Thursday following sectarian clashes in which four persons were injured .",[],0
cnc,train_02_22,0,0,cnc_train_02_22_0_0,"The curfew was imposed on December 20 after sectarian clashes broke out in Inderkoot area of Sumbal town , 40 km from here .",[],0
cnc,train_02_23,0,0,cnc_train_02_23_0_0,"Of the four persons injured in the clashes , three were wounded when the security personnel guarding the house of political activist Abdul Rehman Kawoosa in Sumbal allegedly opened fire to control a mob that was pelting stones on the evening of December 20 .",[],0
cnc,train_02_24,0,0,cnc_train_02_24_0_0,"While two persons received bullet injuries , another man was injured in stone pelting .",[],0
cnc,train_02_25,0,0,cnc_train_02_25_0_0,Sectarian clashes broke out in Inderkoot village in Sumbal town on December 19 in which one person was injured and a house was partially damaged in arson .,[],0
cnc,train_02_26,0,0,cnc_train_02_26_0_0,The clashes erupted after a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect following an altercation .,"['<ARG1>The clashes erupted</ARG1> after <ARG0>a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect</ARG0> following an altercation .', 'The clashes erupted after <ARG1>a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect</ARG1> <SIG0>following</SIG0> <ARG0>an altercation</ARG0> .']",2
cnc,train_02_27,0,0,cnc_train_02_27_0_0,Members of the minority sect went on a rampage and allegedly set fire to the kitchen of the house belonging to a member of the majority sect .,[],0
cnc,train_02_28,0,0,cnc_train_02_28_0_0,"Curfew was imposed to bring the situation under control and prevent the clashes from spreading to nearby areas , sources said .",[],0
cnc,train_02_29,0,0,cnc_train_02_29_0_0,"' Harassed ' by TDP MLA , woman commits suicide 18th October 2009 02:39 PM HYDERABAD : A woman agriculture officer in Andhra Pradesh committed suicide alleging mental harassment by a legislator , a minister said Sunday .",[],0
cnc,train_02_30,0,0,cnc_train_02_30_0_0,"B. Rajeswari Sunday died of burn injuries at a corporate hospital , where she was undergoing treatment after she set herself ablaze four days ago .",[],0
