index,text,label,agreement,num_votes
train_10_243,"The secretariat of All India Insurance Employees Association ( AIIEA ) , which met in New Delhi recently , gave a call for demonstrations on the first day of the winter session of Parliament against the attempts of the Congress-led UPA government at the Centre to have two legislations aimed at further liberalising the insurance sector .",1,0.75,4
train_10_244,"KERALA RSS worker ’ s murder : three persons wanted October 26 , 2008 00:00 IST Staff Reporter They are associates of murdered CPI(M) activist Vishnu Suspects were seen in front of the CPI ( M ) office at Vanchiyoor on the previous day of the murder injuries on Renjith ’ s body indicate that there were more than five assailants Thiruvananthapuram : The police have said that they are searching mainly for three persons — ‘ Karate ’ Suresh , Ambalamukku Krishnakumar and Vanchiyoor Hariprasad — in connection with the murder of Rashtriya Swayamsevak Sangh ( RSS ) activist Renjith at Mannanthala on October 17 .",1,0.6,5
train_10_245,The police believe that Renjith was killed in retaliation to the murder of Communist Party of India ( Marxist ) activist Vanchiyoor Vishnu this April .,1,0.75,4
train_10_246,"Suresh and Krishnakumar , along with absconding ‘ gang leader ’ Om Prakash , are also accused in the killing of alleged mobster ‘ Aprani ’ Krishnakumar in 2007 .",0,0.6,5
train_10_247,"Suresh was named as accused in the murder of ‘ Changidi ’ Vinod , an associate of Aprani Krishnakumar , in 2006 .",0,0.6,5
train_10_248,Hariprasad and Krishnakumar are the main suspects in the retaliatory attack on RSS activist Mohanan in the aftermath of Vishnu ’ s murder .,0,0.6,5
train_10_249,The police said that some of the suspects were seen partying in front of the CPI ( M ) office at Vanchiyoor on the previous day of Renjith ’ s murder .,0,0.8,5
train_10_250,"The police have posted men in front of the office , the regular hangout of the main suspects in Renjith murder case , to prevent any retaliatory attack by RSS men .",1,0.5,4
train_10_251,They said RSS cadres close to Renjith could retaliate against two top CPM leaders in the district if they suspected that the police were not doing enough to solve the murder .,1,0.5,4
train_10_252,"They said the suspects had initially planned to kill ‘ Kakotta ’ Manoj , one of the main accused in the Vishnu murder case .",0,0.75,4
train_10_253,The police suspect that the conspiracy to kill Renjith was hatched at Muttathara and airport area .,0,1,4
train_10_254,They are investigating an airport-based gang leader and CPI(M) functionary in connection with the murder conspiracy .,0,0.5,4
train_10_255,Some of Vishnu ’ s associates had switched off their cell phones on October 16 and switched them on only after Renjith was killed .,0,0.75,4
train_10_256,The Crime Branch zeroed in on the culprits by identifying those who used their cell phones in the vicinity of the mobile phone towers near the murder spot at time of the crime .,1,0.75,4
train_10_257,"Its significance to British colonial government also made it an important location for protests and demonstrations , the most significant of which was the hunger strike against the Star Ferry fare hike of 1966 , and also the campaign to protect the sovereignty of the Diaoyu Islands by patriotic students back in 1971 .",1,0.75,4
train_10_258,"Protest against waste dumping at Dadumajra - Indian Express Express News Service , Express News Service : Chandigarh , Tue Jun 28 2011 , 04:14 hrs Irked over heaps of garbage piling up at the dumping ground in Dadumajra , the residents of the area held a protest demanding the dumping be stopped at the site .",1,1,4
train_10_259,For around two hours in the morning the residents did not allow trucks of the Municipal Corporation to dump refuse at the ground .,0,1,4
train_10_260,"Raising slogans against the civic body , the protesters , led by area councillor Kamlesh , demanded that the waste be taken to the garbage processing plant that has been set up to process the refuse .",1,0.75,4
train_10_261,The trucks were not allowed to move till the Municipal Commissioner Prerna Puri reached the site .,0,0.5,4
train_10_262,"Striking mineworkers have threatened to halt all mining operations around Rustenburg within a week if their employers do not accede to their R12,500 pay demand .",1,0.5,4
train_10_263,"On Wednesday , a leader of striking workers at Anglo American Platinum ( Amplats ) , Evans Ramokga , said the protest action would intensify .",0,1,4
train_10_264,`` On Thursday we are going to combine efforts with the striking comrades at Lonmin mines .,0,1,4
train_10_265,There was a tense stand-off when thousands of mineworkers marched on the premises of Amplats 's smelters on Wednesday .,1,0.75,4
train_10_266,"`` If it were not for this industrial action , most of us would be deep inside shafts , sweating for Anglo Platinum .",1,0.5,4
train_10_267,"`` The people who are chanting around the mines are from neighbouring communities and we can not identify who they are , '' said Amplats spokeswoman Mpumi Sithole .",0,0.5,4
train_10_268,"A large group of protesters , carrying traditional weapons , gathered at a Thembelani mine shaft on Wednesday morning .",0,1,4
train_10_269,Most of the protesters sat in a field in the sun .,0,1,4
train_10_270,"Small groups , clutching sticks and clubs , marched , sang , and danced .",0,1,4
train_10_271,"They joined the protesters , but declined to speak to the media about their role in the strike .",0,1,3
train_10_272,Kendrapara Aftermath : Cops Asked to Follow SOP 13th August 2015 07:19 AM BHUBANESWAR : The State Police has issued a circular to all the police ranges and districts asking them to stick to standard operating procedures ( SOPs ) during law and order situation even as the Opposition parties try to score brownie points from the Kendrapara incident .,0,0.5,4
train_10_273,"In the wake of the law and order situation in Kendrapara last week , during protests against the self-styled godman Sarathi Baba , public anger was directed at the district police .",1,0.666666667,3
train_10_274,The stone pelting incident that ensued led to injury of at least nine policemen though no injury to any agitator was recorded .,1,1,3
train_10_275,"Protester who threw water bottle at Hong Kong cop gets 80 hours of community service PUBLISHED : Wednesday , 05 August , 2015 , 12:24pm A vocational student was ordered today to perform 80 hours of community service for throwing a plastic water bottle at a police officer , injuring the officer ’ s right thigh during protests in March against parallel trading .",1,1,4
train_10_276,"Tuen Mun Court Deputy Magistrate So Kai-cheung said he determined the sentence based on the recommendations of a community service order report , which says 20 - year-old Chiu Kwok-hong showed remorse for the incident .",1,1,4
train_10_277,"The court heard previously that at about 8.20 pm on March 1 , chief inspector Lee Shek-lun was deployed to perform crowd-control duties in Yuen Long , where protesters were rallying against cross-border traders .",1,0.75,4
train_10_278,"Emerging from a crowd , Chiu suddenly threw a blue , plastic water bottle which hit Lee ’ s right thigh .",1,1,4
train_10_279,"Under caution , Chiu told police officers : “ I did throw the blue water bottle at him .",0,1,4
train_10_280,"In mitigation submissions , Chiu ’ s lawyers said he participated in the protest because the parallel traders had harmed Hong Kong ’ s economy , and he hurled the bottle at Lee because he saw Lee pulling the strap of a bag of a female protester .",1,1,4
train_10_281,Zulu has been charged with assaulting police director Jonathan Ndlovu during an IFP election rally at Hlabisa soccer stadium three weeks ago .,1,0.75,4
train_10_282,The alleged assault occurred when police prevented party followers carrying traditional weapons from entering the stadium .,1,0.75,4
train_10_283,"When Zulu made his second brief appearance on Thursday , a group of people wearing Inkatha Freedom Party T-shirts and holding placards protested outside the Empangeni Regional Court north of Durban , while the courtroom itself was packed to capacity .",0,0.5,4
train_10_284,"LN Hospital docs hold public meet about decorum - Indian Express Express News Service , Express News Service : New Delhi , Sun Apr 29 2012 , 03:52 hrs A week after doctors at Lok Nayak Hospital went on strike following two incidents of patients ' relatives roughing up the hospital staff , authorities and the police have taken security concerns to the masses .",1,1,4
train_10_285,A public meeting between the doctors and residents of Daryanganj and Kamala Market was organised at Turkman Gate by police officials and senior leaders of the Muslim community on Saturday .,0,1,4
train_10_286,"Speaking at the meeting , ACP ( Daryaganj ) Om Prakash said , "" This is the first such meeting where doctors and your leaders have come together to appeal to you , to help doctors help you .",1,0.75,4
train_10_287,The leaders of the union also said the local taxi drivers had launched an attack against the online taxi drivers at the airport .,0,0.5,4
train_10_288,"Earlier , some trade unions representing local taxi operators had come out in protest against the online taxi networks such as Uber and Ola .",0,0.5,4
train_10_289,"KERALA Bus strike total in district October 31 , 2008 00:00 IST People ’ s woes : Passengers struggling to get into a bus at the KSRTC bus station in the city on Thursday following a strike called by private bus operators in the State .",1,0.75,4
train_10_290,– | Photo Credit : Photo : S.R.K. Staff Reporter KOZHIKODE : People were put to hardship as private buses went off the roads in deference to the State-wide token strike called against the decision of State government not to renew licence issued to buses .,1,1,4
train_10_291,The strike was total in the district .,0,1,3
train_10_292,"PRP aspirant goes on fast 27th March 2009 03:44 AM HYDERABAD : In a surprise development , a staunch supporter of the Praja Rajyam Party , Venkat Prasad , launched an indefinite hunger strike in front of the party office here today .",0,0.75,4
train_10_293,He has played a key role in organising the Praja Ankita Yatras of Chiranjeevi .,0,0.75,4
train_10_294,"Irked over this move , Venkat Prasad launched a hunger strike along with the other aspirants .",1,0.75,4
train_10_295,"However , he called off the fast after getting a call from the Chiranjeevi ’ s camp in East Godavari district .",1,1,4
train_10_296,"STR in danger : Forest staff on indefinite hunger strike 23rd February 2013 11:44 AM Worried over the protection of Similipal biosphere and Kuldiha wildlife sanctuary , over 500 forest staffers , including foresters and forest guards , are on an indefinite strike from Friday over their demands .",1,1,4
train_10_297,Their strike came a day after over 150 hunters made an unsuccessful attempt to enter the core area of Similipal Tiger Reserve ( STR ) for hunting wild animals .,1,0.75,4
train_10_298,"Meanwhile , the forest staffers under the banner of Odisha Non-Gazetted Forest Service Association ( ONGFSA ) are sitting on an indefinite strike demanding enhancement of pay scale of forest guards as per the Sixth Pay Commission , regularisation of contractual foresters and forest guards and post upgradation of forest guards , foresters and deputy rangers .",1,0.75,4
train_10_299,"“ The strike will continue till our demands are conceded , ” said Mayurbhanj circle president Khageswar Sethy .",0,0.5,4
train_10_300,"Jaswant Singh had referred to three issues , the Gujarat communal carnage , the cash-for-votes scam and the Kandahar plane hijack and blamed Advani on all the three counts .",0,0.5,4
train_10_301,"Singh had recently blamed Advani for coming to Gujarat Chief Minister Narendra Modi ’ s rescue and ensured that he was not sacked , in the wake of the riots .",1,0.75,4
train_10_302,"On Kandahar plane hijack issue , Singh said Advani was not speaking the truth .",0,1,4
train_10_303,"Elaborating on the three issues , Singhvi said , “ The BJP gave sermons on Raj Dharma and turned a Nelson ’ s eye to the communal carnage , which became a big blot on the fair name of the country . ”",0,1,4
train_10_304,"THALASSERY : End political killings : Rajnath September 27 , 2014 00:00 IST Says decision on CBI probe into Manoj murder soon Union Home Minister Rajnath Singh has said that a decision on the probe by the Central Bureau of Investigation ( CBI ) into the murder of Rashtriya Swayamsevak Sangh ( RSS ) functionary E. Manoj will be taken soon .",0,0.75,4
train_10_305,"Addressing members of the families of Bharatiya Janata Party ( BJP ) and RSS workers who had lost their lives in attacks by alleged Communist Party of India ( Marxist ) workers in the region on Friday , Mr. Singh said a decision on the CBI investigation , recommended by the State government into the murder of Manoj , would be taken soon .",0,0.5,4
train_10_306,The Minister said he had spoken to Chief Minister Oommen Chandy after the murder and demanded that action be taken to end violence in the region .,1,1,4
train_10_307,"After the visit , he addressed the gathering of the families of slain BJP-RSS workers at the RSS office nearby .",0,1,4
train_10_308,Large number of BJP-RSS workers turned up at the venue to attend the function held in the afternoon .,1,0.5,4
train_10_309,The function was held amid tight police security in view of the tense situation in the area in the aftermath of the murder of Manoj .,1,0.75,4
train_10_310,"He is facing charges of violating a court order , public violence , assault , theft , and damage to property during the 2016 protest against `` colonised '' tertiary education .",1,0.75,4
train_10_311,The drivers allegedly shot Mandisi Ngomani several times in the back while he was running away from them several days before a taxi strike in September last year .,0,0.5,4
train_10_312,"Assembly polls : BJP , Congress workers clash in Madhya Pradesh - Indian Express PTI , PTI : Mhow , Thu Nov 21 2013 , 14:33 hrs A case under various sections of the IPC was registered against Congress workers ( PTI : Picture for representation )",0,1,4
train_10_313,"Seven BJP workers were injured in a clash with their Congress counterparts at Pigdambar village in Mhow tahsil of poll-bound Madhya Pradesh , police said on Thursday .",1,1,4
train_10_314,"The incident occurred when the BJP workers travelling in an SUV were allegedly intercepted at the village last night by the Congress workers , they said .",1,0.75,4
train_10_315,"An altercation broke out between the two groups , which turned into fisticuffs , police said .",1,0.75,4
train_10_316,Rallies by ruling BJP and Congress are going on in full swing ahead of the November 25 Assembly elections .,0,1,4
train_10_317,"Newly appointed municipal manager of Richmond , KZN , shot dead Giordano Stolley DURBAN , March 6 ( ANA ) - Just days before he was due to take up his post , Richmond 's newly appointed municipal manager , Edward Sithole , was gunned down in the town on Monday morning .",0,1,4
train_10_318,"Police spokesman , Lieutenant Colonel Thulani Zwane , said : `` Today , at about 08:45 , a man believed to be in his forties was attacked by two unknown suspects who shot him at Victoria Road , Richmond . ''",0,0.5,4
train_10_319,"National Freedom Party spokesman , Sabelo Sigudu , said : `` The National Freedom Party ( NFP ) wishes to express words of condolence on the sad shooting and killing of Mr Sithole , the Municipality Manager of Richmond Local Municipality , which took place this morning . ''",1,0.75,4
train_10_320,He described the shooting as `` evil '' .,0,1,4
train_10_321,"On Sunday , three explosions in the south of the region killed two people and injured many others .",1,1,4
train_10_322,Uighur groups abroad say the clashes are a desperate protest against religious oppression and economic marginalisation .,1,0.75,4
train_09_A_0,"Over 6,000 people had gathered in Chennai on Saturday for the fasting meeting between 10 am and 5 pm .",1,0.666666667,3
train_09_A_1,“ It shows that there are strong followers of Baba down south .,0,1,3
train_09_A_2,"Gujjars of the village , situated 260 km from Jaipur , stayed away from the Dalit Adivasi Adhikar Sammelan organised on the temple premises and virtually boycotted the Dalits ' entry into the sanctum sanctorum of the temple .",0,1,3
train_09_A_3,"The Gujjar priest , Mewa Ram , accompanied by youngsters from his community allegedly thrashed the 80 - year-old Dalit priest Hazari Balai during the Navratra festivities on October 1 and declared a ban on the entry of Dalits into the temple .",0,1,3
train_09_A_4,"State Rural Development Minister Kalulal Gujjar , who is an MLA from neighbouring Mandal in Bhilwara district , was the target of attack at the public meeting attended by about 2,000 Dalits after entry into the temple .",0,0.666666667,3
train_09_A_5,Pakistan PM offers prayers at Ajmer dargah amid protests 09th March 2013 12:39 PM Pakistan Prime Minister Raja Parvez Ashraf today offered prayers at the historic dargah of Khwaja Moinuddin Chishti during his private visit here that was marked by protests .,0,1,3
train_09_A_6,The brief trip of 62 - year-old Ashraf to the 13th century shrine hit a sour note following a boycott by the Dargahs spiritual head in protest against the recent brutal killing and beheading of Indian soldiers by the Pakistani Army .,1,1,3
train_09_A_7,"Opposing the Pakistan premier 's visit that was marked by tight security , local lawyers , some BJP activists and representatives of markets associations staged protests and shouted anti-Pakistan slogans .",1,0.666666667,3
train_09_A_8,Police used mild force to disperse a group of advocates who had gathered at Favvara circle to show black flags to the Prime Minister in his way back to the Ghughra helipad .,1,0.666666667,3
train_09_A_9,""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit , "" the Dargah 's spiritual head said yesterday .",1,1,3
train_09_A_10,Khan 's boycott will be largely symbolic because he is seen as a ceremonial head .,1,1,3
train_09_A_11,"Kejriwals team attacked by Congress workers - Indian Express Express News Service , Express News Service : Lucknow , Thu Dec 13 2012 , 04:52 hrs A group of Congress workers allegedly attacked members of Arvind Kejriwal-led Aam Aadmi Party who were staging demonstration on the arrival of External Affairs Minister Salman Khurshid 's wife Louise Khurshid at an event in Mainpuri district on Wednesday .",0,1,3
train_09_A_12,"One of the agitators , Vivek Yadav , who was later hospitalised , lodged a complaint alleging that Congress district president Prakash Pradhan and his party workers assaulted him while Louise Khurshid 's vehicle hit him causing injuries .",0,0.666666667,3
train_09_A_13,Mainpuri SP Shalabh Mathur said that a complaint has been lodged by a Aam Aadmi Party worker at City Kotwali police station alleging attack on him and other agitators .,0,0.666666667,3
train_09_A_14,"The video footage of the incident is being scanned and a case will be registered after verifying the allegations , he added .",0,0.666666667,3
train_09_A_15,He also said that the members of Aam Aadmi Party were staging an agitation when Louise Khurshid was attending an event .,0,1,3
train_09_A_16,"A group of locals entered in a clash with them later , he added .",0,1,3
train_09_A_17,"She had come to attend the camp and they were staging a demonstration protesting the alleged scam by the trust , he said .",1,0.666666667,3
train_09_A_18,"Yadav alleged that twenty odd Congress workers suddenly arrived there and started beating up the agitators , who include some disabled persons too .",0,1,3
train_09_A_19,Yadav also alleged that Pradhan beat him when he was raising slogansin front of Khurshid 's vehicle .,0,1,3
train_09_A_20,Her driver drove the SUV and hit him causing injuries to his hands and legs .,1,1,3
train_09_A_21,"But farmers , along with leaders of political parties , staged a protest on the old National Highway between Hubli and Dharwad .",0,1,3
train_09_A_22,"Because of the protest , the Deputy Commissioner assured the farmers that the procurement would be continued through the night on Tuesday .",1,1,3
train_09_A_23,"Rs 2,200 cr Transactions Hit as Staff Strike Shuts Banks Across the State 19th December 2013 11:20 AM Cheque transactions worth more than ` 2,200 crore were hit as more than 1,400 bank branches remained closed as bank employees went on a day-long strike to protest against banking sector reforms and non-implementation of wage revision for more than a year .",1,1,3
train_09_A_24,"Nine bank unions under the umbrella of the United Forum of Bank Unions took part in the stir in which more than 10 lakh bank employees and officers of public sector banks , private banks and foreign banks participated .",0,1,3
train_09_A_25,Venkatachalam said the strike has been a success across the country .,0,1,3
train_09_A_26,"“ Even though UFBU had given notice for the strike one month ago , the Government and Indian Banks Association did not take steps to address the demands .",0,1,3
train_09_A_27,"Hence , the strike was forced on us , ” he added .",0,1,3
train_09_A_28,"“ We are sorry that the public would have been inconvenienced by this strike but it was unavoidable due to the non-serious approach of the IBA and government to avert the strike by improving their offer on wage increase and discussing our concerns on the banking sector reforms , ” he said .",1,0.666666667,3
train_09_A_29,"UFBU is meeting at Hyderabad on December 23 to discuss further course of action and the next phase of the agitation , Venkatachalam said .",0,1,3
train_09_A_30,"TAMIL NADU Demonstration staged September 17 , 2012 00:00 IST Members of Popular Front of India staged a demonstration in Tirupur on Saturday against anti-Islam film .",0,0.666666667,3
train_09_A_31,"Protest Against Aamir Khan 's PK Turns Ugly , Theatres Vandalised 30th December 2014 05:58 AM AHMEDABAD / BHOPAL / MUMBAI : Wielding batons and iron rods , nearly two dozen Bajrang Dal activists on Monday vandalised theatres screening Aamir Khan blockbuster ‘ PK ’ here for making “ fun ” of Hindu Gods and godmen as protests were also reported from Bhopal .",1,0.666666667,3
train_09_A_32,"Angry at the theatre owners ignoring the ‘ diktat ’ not to screen the movie that has raised the hackles of a plethora of Hindu organisations , volunteers of the outfit descended on City Gold Multiplex and Shiv theatre on Ashram Road , smashing glass panes at windows .",1,0.666666667,3
train_09_A_33,"“ We are yet to identify the persons behind these attacks , which took place at around 10 am .",0,1,3
train_09_A_34,We learned that the miscreants vandalized the ticket windows of both these theatres .,0,1,3
train_09_A_35,"I am warning other theatres to stop the screening , otherwise , we will intensify our protest in the city in coming days , ” said city Bajrang Dal chief Jwalit Mehta , who led the attack .",1,0.666666667,3
train_09_A_36,"Activists of the hardline Hindu outfit also staged a protest outside Jyoti Talkies in Bhopal where the film , which has grossed over Rs .200 crore within days of its release , was being screened .",0,1,3
train_09_A_37,"In Mumbai , workers of the Vishwa Hindu Parishad stalled screening of the movie in Mumbai and Nanded .",0,1,3
train_09_A_38,"The workers forced the manager of Deepak Cinema , a down grade cinema hall , at Parel here to stall the film ’ s screening .",1,1,3
train_09_A_39,A similar move type was taken in Nanded .,0,1,3
train_09_A_40,India stalled cricketing ties in the aftermath of 2008 Mumbai terrorist attack .,1,0.666666667,3
train_09_A_41,But Chevalier staff representatives claim their dismissal is unlawful and discriminatory as most of the sacked operators were union members and had joined a campaign to protest against the pay-cut plan .,1,0.666666667,3
train_09_A_42,"Thirty-seven of the operators signed a petition and held a press conference last Sunday to protest against the proposal , which they said would cut their basic salary by up to 40 per cent .",1,0.666666667,3
train_09_A_43,Their signatures and a letter demanding the proposal be scrapped were submitted to Chevalier 's management through the Labour Department .,1,1,3
train_09_A_44,"WEF Africa 2017 : Zuma ushered away amid questions over May Day fiasco Siobhan Cassidy DURBAN , May 3 ( ANA ) – South African President Jacob Zuma was ushered away by minders on Wednesday as he was bombarded by questions about the fiasco on May Day when a booing crowd had refused to let him speak at a rally in Bloemfontein on Monday .",1,0.666666667,3
train_09_A_45,"At first , an apparently composed Zuma had insisted that he was not upset by the incident at the Congress of South African Trade Unions event in Bloemfontein on Monday , saying : `` You people do n't really understand what democracy is .",0,1,3
train_09_A_46,"The IFP did not want land reform policy to cause havoc in the country , IFP provincial secretary and KwaZulu-Natal premier candidate Velenkosini Hlabisa said on the sidelines of the party 's final get-out-to-vote campaign `` Sizonqoba '' rally in KwaMashu , Durban .",1,1,3
train_09_A_47,"The IFP also unveiled its election bus at the rally , at which party leader Mangosuthu Buthelezi was expected to speak later .",0,1,3
train_09_A_48,"KARNATAKA Traders against plan to amend APMC Act January 06 , 2007 00:00 IST REST : A farmer takes a nap on a cotton bale at the APMC yard , in Hubli on Friday as the APMC traders across the State observe bandh .",0,0.666666667,3
train_09_A_49,"Staff Correspondent Protesters staged a demonstration in front of the Deputy Commissioner 's office Protesters stage demonstration in front of DC 's office Entry of Wal-Mart in retail trade had ruined native traders , says BCCIGovernment was amending the Act without any discussion BELGAUM : Trading activities came to a halt at the Agriculture Produce Marketing Committee Yard in the city causing inconvenience to the growers .",0,0.666666667,3
train_09_A_50,Traders pulled down their shutters to join the statewide agitation to oppose the State Government 's move to amend the APMC Act on Friday .,1,0.666666667,3
train_09_A_51,Several traders under the banner of Belgaum Chamber of Commerce and Industries ( BCCI ) staged a demonstration in front of the Deputy Commissioner 's office .,0,1,3
train_09_A_52,BCCI president Vikas R. Kalghatagi led the protest .,0,1,3
train_09_A_53,"No business Correspondent from Hubli reports Agriculutre Produce Market Committees ( APMC ) across the districts of Dharwad , Haveri and Gadag did n't do any business on Friday as the merchants and brokers kept their shops closed as part of the APMC bandh .",1,1,3
train_09_A_54,The farming community and the porters had expressed their support for the APMC bandh .,0,1,3
train_09_A_55,Even the merchants and brokers operating outside the APMC yards in various towns and cities closed the shutters of their shops in response to the bandh .,1,1,3
train_09_A_56,In Hubli and Dharwad most of the shops of merchants in the busy market areas were closed .,0,1,3
train_09_A_57,"Unlike the attacks on SPI Cinemas and Woodlands Theatre the previous nights , not even stray incidents of violence were reported .",0,1,3
train_09_A_58,"NATIONAL Supreme Court won ’ t restrain Gujarat from acting on report September 27 , 2008 00:00 IST J. Venkatesan New Delhi : The Supreme Court on Friday refused to restrain the Gujarat government from circulating , publishing and acting on the Nanavati Commission report on the Godhra train carnage .",0,1,3
train_09_A_59,"( The commission , appointed by the State government , said the February 27 , 2002 fire aboard coach S -6 of the Sabarmati Express at the Godhra station was a “ pre-planned conspiracy by local Muslims . ” ) A Bench , consisting of Chief Justice K.G. Balakrishnan and Justice P. Sathasivam , however , issued notice to the government on a special leave petition filed by Citizens for Justice and Peace against a Gujarat High Court order refusing to pass an interim order restraining it from placing the report in the Assembly .",0,0.666666667,3
train_09_A_60,"( The Banerjee Committee , appointed by Railway Minister Lalu Prasad , said the fire was “ purely accidental . ” ) Mr. Sachar argued that the Nanavati Commission had named the conspirators and if the government arrested them , communal harmony would be distrubed .",1,0.666666667,3
train_09_A_61,"It questioned the commission ’ s action in withholding the report on the “ dubious role ” of the State government in supporting the accused involved in the carnage against the minority community , which followed the train fire .",0,0.666666667,3
train_09_A_62,"UDUMALPET / DINDIGUL : Woman ’ s father surrenders in T.N. ‘ honour ’ killing case March 15 , 2016 00:00 IST Six police teamshave been formedto arrest the killers Chinnasamy , father-in-law of V. Shankar ( 22 ) , the Dalit youth who was hacked to death in broad daylight in a suspected honour killing in Udumalpet on Sunday , surrendered before the Judicial Magistrate Court in Nilakottai , Dindigul district on Monday .",1,0.666666667,3
train_09_A_63,"Shankar and his wife Kausalya , 19 , were attacked by a gang with deadly weapons , while they came out of a shop .",0,1,3
train_09_A_64,Shankar died in the attack while Kausalya escaped with severe injuries .,0,1,3
train_09_A_65,"Relatives of Shankar and people from the locality staged a road blockade for almost four hours , demanding Rs .",1,1,3
train_09_A_66,"In the evening , activists attached to the Untouchability Movement staged a similar agitation in Udumalpet .",0,1,3
train_09_A_67,Some people pelted stones at a few shops in Komaralingam in the morning when the shop owners did not down the shutters as mark of respect to Shankar .,1,0.666666667,3
train_09_A_68,"( With additional reporting from K. Raju in Dindigul ) Relatives of Shankar and locals staged a road blockade for almost four hours , demanding compensation and a government job for Kausalya .",1,0.666666667,3
train_09_A_69,"Two men who confessed to being involved in the murder of ANC North West official Obuti Chika were tortured by police , the Klerksdorp Magistrate 's Court heard on Tuesday .",0,1,3
train_09_A_70,Prosecutor Riekie Krause said on Monday that Sekhakhane had confessed to killing Chika and had led police to his gun .,0,0.5,2
train_09_A_71,Forensics had later matched the bullets which killed Chika to this gun .,0,1,3
train_09_A_72,"Chika , 33 , was shot at point-blank range in the driveway of his Klerksdorp home on December 14 .",0,1,3
train_09_A_73,He denied that the men had attended any meetings where Chika 's murder was discussed .,0,1,3
train_09_A_74,The mayor 's assassination was discussed at one meeting between the accused .,0,1,3
train_09_A_75,Sena Flays CM for Keeping Mum While Vidarbha Flag Was Hoisted 03rd May 2016 04:32 PM MUMBAI : Ruling alliance partner Shiv Sena today flayed Maharashtra Chief Minister Devendra Fadnavis for keeping mum when a flag of a separate Vidarbha state was recently hoisted in Nagpur on Maharashtra Day .,1,0.666666667,3
train_09_A_76,""" It is due to such people ( those who unfurled the Vidarbha flag ) that the country 's integrity is damaged .",1,0.666666667,3
train_09_A_77,Maharashtra CM saw the goings-on with eyes open .,0,1,3
train_09_A_78,"The BJP CM of Maharashtra and other ministers should have at least condemned the act , "" an editorial in Sena mouthpiece ' Saamana ' said .",0,1,3
train_09_A_79,"By unfurling a separate flag , the supporters of a separate Vidarbha have insulted the tricolour and the Constitution , "" it said .",1,0.666666667,3
train_09_A_80,"The Vidarbha Rajya Andolan Samiti , Vidarbha Pradesh Vikas Parishad and a few other organisations during a programme led by former Advocate General of Maharashtra Shreehari Aney had hoisted flag of separate Vidarbha state in Nagpur on May 1 .",0,1,3
train_09_A_81,"Hoisting of the specially prepared multi-colour flag was seen as a mark of protest against the merger of the then Vidarbha , the Central Provinces and Berar into Maharashtra on May 1 , 1960 .",0,1,3
train_09_A_82,"Aney , whose comments on separate Vidarbha had sparked a controversy , had said the flag of separate Vidarbha was being raised on May 1 from the last three years .",0,1,3
train_09_A_83,"PUBLISHED : Friday , 30 January , 2009 , 12:00am Abode seekers demand action | South China Morning Post Donald Tsang More than 100 abode seekers and their parents yesterday marched to the government headquarters in Central and held a candle-light vigil to mark the 10th anniversary of a court ruling that allowed thousands of them to stay in the city .",1,0.666666667,3
train_09_A_84,"The protesters yesterday marched from Wan Chai Immigration Tower to the Central Government Offices , and submitted their letter of appeal to Chief Executive Donald Tsang Yam-kuen and Secretary for Security Ambrose Lee Siu-kwong .",0,0.666666667,3
train_09_A_85,Some chanted ' Give me back my right of abode ' outside the Court of Final Appeal .,0,1,3
train_09_A_86,Some abode seekers living illegally in Hong Kong also joined the march and vigil .,0,1,3
train_09_A_87,"Cardinal Joseph Zen Ze-kiun and pan-democrat lawmakers Lee Cheuk-yan , Audrey Eu Yuet-mee , Cyd Ho Sau-lan , Albert Chan Wai-yip and ' Long Hair ' Leung Kwok-hung attended the vigil .",0,1,3
train_09_A_88,Differently abled Stage Protest 18th December 2013 08:06 AM Members of the Tamil Nadu Association for the Rights of All Types of Differently Abled and Caregivers ( TARATDAC ) staged a protest on Langs Garden Road seeking increased financial assistance and immediate enforcement of the Supreme Court order for three per cent job reservation for the differently abled .,1,1,2
train_09_A_89,"The protest saw the participation of almost 1,700 differently-abled people and their supporters walking the length of Langs Garden Road , after which representatives from TARATDAC met the State Minister for Social Welfare , B Valarmathi , and put forth their demands .",0,0.666666667,3
train_09_A_90,"Trinamool activist dies in police custody in Hooghly , cadres go on rampage - Indian Express Express News Service , Express News Service : Kolkata , Sun Jan 20 2013 , 03:22 hrs Violence broke out in Dhaniakhali , a village in Hooghly district located about 45 km from here , on Saturday morning after a Trinamool Congress activist was allegedly beaten to death at a police station .",1,1,3
train_09_A_91,"As news of the custodial death of Kazi Nasiruddin spread , thousands of locals , mostly Trinamool cadres , attacked the police station at dawn today , prompting the police to lob tear gas shells and lathicharge to quell the mob .",1,1,3
train_09_A_92,"Trinamool activists also set up roadblocks to protest the "" murder of their party colleagues by protectors of law "" .",1,0.666666667,3
train_09_A_93,"However , the absence of senior Trinamool Congress leaders during the agitation prompted opposition parties to raise fingers at "" TMC 's internal feud that led to the incident "" .",1,1,3
