corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_03_174,988,0,cnc_train_03_174_988_0,Women of all races and ages from all corners of the country marched to the Union Buildings in Pretoria .,[],0
cnc,train_03_175,1622,0,cnc_train_03_175_1622_0,"The march was organised by the Federation of South African Women ( Fedsaw ) and led by Helen Joseph , Rahima Moosa , Sophie Williams and Lilian Ngoyi .",[],0
cnc,train_03_176,824,0,cnc_train_03_176_824_0,"Mineworkers across the North West have decided to combine their strike efforts , a workers ' representative said in Rustenburg on Saturday .",[],0
cnc,train_03_177,3411,0,cnc_train_03_177_3411_0,"`` We have realised the weak point of the way we are striking one by one , '' Sphamandla Makahanya said during an Anglo American Platinum ( Amplats ) strike rally at the Olympia Park Stadium .",[],0
cnc,train_03_178,2368,0,cnc_train_03_178_2368_0,More than a thousand striking workers were gathered at a mass rally .,[],0
cnc,train_03_179,687,0,cnc_train_03_179_687_0,The crowd was singing and dancing as police in Nyalas and vans kept watch over proceedings .,[],0
cnc,train_03_18,1221,0,cnc_train_03_18_1221_0,They gheroed Chief Educational Officer Sethurama Varma .,[],0
cnc,train_03_180,305,0,cnc_train_03_180_305_0,`` The strike is still on . '',[],0
cnc,train_03_181,314,0,cnc_train_03_181_314_0,"They had been on a wildcat strike since September 12 , demanding to be paid a minimum of R16,000 a month .","['<ARG1>They had been on a wildcat strike since September 12</ARG1> , <ARG0><SIG0>demanding</SIG0> to be paid a minimum of R16,000 a month</ARG0> .']",1
cnc,train_03_182,1227,0,cnc_train_03_182_1227_0,"ANDHRA PRADESH ` Delay ' in compensation : ryots lay siege to MRO office March 14 , 2006 00:00 IST Staff Reporter Telugu Desam , CPI(M) leaders lead the protest VIJAYAWADA : Betel nut farmers from Garikaparru and Thotlavalluru villages under Thotlavalluru mandal laid siege to the Mandal Revenue Office on Monday .",[],0
cnc,train_03_183,3119,0,cnc_train_03_183_3119_0,"Taking strong exception to the inordinate delay in release of the promised compensation for crop loss in the August 2005 floods , nearly 50 farmers , led by the Telugu Desam Party MPTC member Gurumurthy and local CPI - ( M ) leaders Krishna Babu and Kondala Babu , squatted before the MRO .","['<ARG0><SIG0>Taking</SIG0> strong exception to the inordinate delay in release of the promised compensation for crop loss in the August 2005 floods</ARG0> , <ARG1>nearly 50 farmers , led by the Telugu Desam Party MPTC member Gurumurthy and local CPI - ( M ) leaders Krishna Babu and Kondala Babu , squatted before the MRO</ARG1> .']",1
cnc,train_03_184,426,0,cnc_train_03_184_426_0,Efforts to persuade the farmers to relent failed to yield result and the irate farmers continued their protest till late in the evening .,['<ARG0>Efforts to persuade the farmers to relent failed to yield result</ARG0> and <ARG1>the irate farmers continued their protest till late in the evening</ARG1> .'],1
cnc,train_03_185,1760,0,cnc_train_03_185_1760_0,"The strike at Anglo American Platinum ( Amplats ) in Rustenburg will continue , the Rustenburg strike co-ordinating committee said on Monday .",[],0
cnc,train_03_186,264,0,cnc_train_03_186_264_0,`` The strike is on .,[],0
cnc,train_03_187,203,0,cnc_train_03_187_203_0,Amplats said it had offered to reinstate all workers on the same terms and conditions of employment as applied before their illegal strike .,[],0
cnc,train_03_188,2310,0,cnc_train_03_188_2310_0,"The company had further offered a once-off hardship allowance of R2000 to help workers deal with financial difficulties arising from the no-work , no-pay principle in place while they were striking .","['<ARG1>The company had further offered a once-off hardship allowance of R2000</ARG1> <ARG0><SIG0>to</SIG0> help workers deal with financial difficulties arising from the no-work , no-pay principle in place while they were striking</ARG0> .', 'The company had further offered a once-off hardship allowance of R2000 to help workers deal with <ARG1>financial difficulties</ARG1> <SIG0>arising</SIG0> from <ARG0>the no-work , no-pay principle in place</ARG0> while they were striking .']",2
cnc,train_03_189,2007,0,cnc_train_03_189_2007_0,Workers who did not participate in the strike would receive a once-off loyalty allowance of R2000 .,[],0
cnc,train_03_19,59,0,cnc_train_03_19_59_0,MANGALORE : CPI demands release of Vittal Malekudiya,[],0
cnc,train_03_19,2074,0,cnc_train_03_19_2074_0,"May 19 , 2012 00:00 IST Members of the Dakshina Kannada and Udupi district units of the Communist Party of India ( CPI ) staged a protest in front of the Deputy Commissioner 's office here on Friday condemning the BJP Government for arresting Vittala Malekudiya , a postgraduate student of Mass Communication and Journalism of Mangalore University , for alleged links with Maoists .","[""May 19 , 2012 00:00 IST <ARG1>Members of the Dakshina Kannada and Udupi district units of the Communist Party of India ( CPI ) staged a protest in front of the Deputy Commissioner 's office here on Friday</ARG1> <ARG0><SIG0>condemning</SIG0> the BJP Government</ARG0> for arresting Vittala Malekudiya , a postgraduate student of Mass Communication and Journalism of Mangalore University , for alleged links with Maoists ."", ""May 19 , 2012 00:00 IST Members of the Dakshina Kannada and Udupi district units of the Communist Party of India ( CPI ) staged a protest in front of the Deputy Commissioner 's office here on Friday <ARG1>condemning the BJP Government</ARG1> <SIG0>for</SIG0> <ARG0>arresting Vittala Malekudiya , a postgraduate student of Mass Communication and Journalism of Mangalore University , for alleged links with Maoists .</ARG0>""]",2
cnc,train_03_190,1403,0,cnc_train_03_190_1403_0,"Amplats workers went on strike on September 12 , demanding a monthly salary of R16,000 .","['<ARG1>Amplats workers went on strike on September 12</ARG1> , <ARG0><SIG0>demanding</SIG0> a monthly salary of R16,000</ARG0> .']",1
cnc,train_03_191,2602,0,cnc_train_03_191_2602_0,"`` Prolonged strikes may lead to the company closing down , '' he said after a Congress of SA Trade Unions rally in Rustenburg .","[""`` <ARG0>Prolonged strikes</ARG0> <SIG0>may lead to</SIG0> <ARG1>the company closing down</ARG1> , '' he said after a Congress of SA Trade Unions rally in Rustenburg .""]",1
cnc,train_03_192,2295,0,cnc_train_03_192_2295_0,"|PTI GAYA : A 20 - year-old youth was shot dead allegedly by JD(U) MLC Manorama Devi 's son Rocky for overtaking his vehicle near police line in Bihar 's Gaya district , triggering protests in the area .","[""|PTI GAYA : <ARG1>A 20 - year-old youth was shot dead allegedly by JD(U) MLC Manorama Devi 's son Rocky</ARG1> <SIG0>for</SIG0> <ARG0>overtaking his vehicle near police line in Bihar 's Gaya district</ARG0> , triggering protests in the area ."", ""|PTI GAYA : <ARG0>A 20 - year-old youth was shot dead allegedly by JD(U) MLC Manorama Devi 's son Rocky</ARG0> for overtaking his vehicle near police line in Bihar 's Gaya district , <ARG1><SIG0>triggering</SIG0> protests in the area</ARG1> .""]",2
cnc,train_03_193,803,0,cnc_train_03_193_803_0,The youth 's murder took political overtones this morning with the Leader of Opposition ( LoP ) Prem Kumar meeting the family members of the victim to express sorrow and later addressed a large number of people who had blocked road near Mahabir bridge to protest against the murder .,"[""<ARG1>The youth 's murder took political overtones this morning</ARG1> <SIG0>with</SIG0> <ARG0>the Leader of Opposition ( LoP ) Prem Kumar meeting the family members of the victim to express sorrow and later addressed a large number of people who had blocked road near Mahabir bridge to protest against the murder</ARG0> ."", ""The youth 's murder took political overtones this morning with <ARG1>the Leader of Opposition ( LoP ) Prem Kumar meeting the family members of the victim</ARG1> <ARG0><SIG0>to</SIG0> express sorrow</ARG0> and later addressed a large number of people who had blocked road near Mahabir bridge to protest against the murder ."", ""The youth 's murder took political overtones this morning with the Leader of Opposition ( LoP ) Prem Kumar meeting the family members of the victim to express sorrow and later addressed <ARG1>a large number of people who had blocked road near Mahabir bridge to protest</ARG1> <ARG0>against the murder</ARG0> ."", ""The youth 's murder took political overtones this morning with the Leader of Opposition ( LoP ) Prem Kumar meeting the family members of the victim to express sorrow and later addressed <ARG1>a large number of people who had blocked road near Mahabir bridge</ARG1> <ARG0><SIG0>to</SIG0> protest</ARG0> against the murder .""]",4
cnc,train_03_194,1514,0,cnc_train_03_194_1514_0,"The protesters , led by the Gaya district unit BJP President Anil Swami , raised slogans against the district police demanding arrest of the prime accused in the murder case .","['<ARG1>The protesters , led by the Gaya district unit BJP President Anil Swami , raised slogans against the district police</ARG1> <ARG0><SIG0>demanding</SIG0> arrest of the prime accused in the murder case</ARG0> .']",1
cnc,train_03_195,3410,0,cnc_train_03_195_3410_0,"Parties ask AP to resume talks HYDERABAD , JANUARY 21 A day after the Maoists bandh marked by bloodshed , uneasy calm continued in the state even as the Telangana Rashtra Samiti ( TRS ) pressurised the government to halt encounters and resume dialogue with the militants .","['Parties ask AP to resume talks HYDERABAD , JANUARY 21 A day after <ARG0>the Maoists\x92 bandh</ARG0> <SIG0>marked by</SIG0> <ARG1>bloodshed</ARG1> , uneasy calm continued in the state even as the Telangana Rashtra Samiti ( TRS ) pressurised the government to halt encounters and resume dialogue with the militants .', 'Parties ask AP to resume talks HYDERABAD , JANUARY 21 A day after the Maoists\x92 bandh marked by bloodshed , <ARG1>uneasy calm continued in the state</ARG1> <SIG0>even as</SIG0> <ARG0>the Telangana Rashtra Samiti ( TRS ) pressurised the government to halt encounters and resume dialogue with the militants</ARG0> .']",2
cnc,train_03_196,1599,0,cnc_train_03_196_1599_0,"Chief Minister Y.S. Rajasekhara Reddy , sought details of the exchange of fire in Karimnagar yesterday , in which a student was killed in police firing .",[],0
cnc,train_03_197,1667,0,cnc_train_03_197_1667_0,"Meanwhile , in an isolated incident , the Naxalites blew up a telephone exchange in Perur village in Devarakadra mandal in Mahaboobnagar district in the early hours today .",[],0
cnc,train_03_198,1835,0,cnc_train_03_198_1835_0,"The move was seen as highly controversial and sparked about 13,000 to take to the streets in a protest that ended in clashes with police .","['<ARG0>The move was seen as highly controversial</ARG0> <SIG0>and sparked</SIG0> <ARG1>about 13,000 to take to the streets in a protest</ARG1> that ended in clashes with police .', 'The move was seen as highly controversial and sparked <ARG0>about 13,000 to take to the streets in a protest</ARG0> <ARG1><SIG0>that ended in</SIG0> clashes with police</ARG1> .']",2
cnc,train_03_199,2726,0,cnc_train_03_199_2726_0,"In a separate and extremely rare protest , more than 2,000 members of the legal profession marched against Beijing ’ s meddling in the local legal system .","['<ARG1>In a separate and extremely rare protest , more than 2,000 members of the legal profession marched</ARG1> <ARG0>against Beijing ’ s meddling in the local legal system</ARG0> .']",1
cnc,train_03_2,6,0,cnc_train_03_2_6_0,"Additional forces were deployed in sensitive areas a day after four persons were killed and 44 others , including security personnel , injured in stone-pelting and resultant firing when a mob attacked a BSF camp in Ramban district over alleged high-handedness by a BSF team .","['<ARG1>Additional forces were deployed in sensitive areas</ARG1> <ARG0>a day after four persons were killed and 44 others , including security personnel , injured in stone-pelting and resultant firing when a mob attacked a BSF camp in Ramban district over alleged high-handedness by a BSF team</ARG0> .', 'Additional forces were deployed in sensitive areas a day after <ARG1>four persons were killed and 44 others , including security personnel , injured</ARG1> in <ARG0>stone-pelting and resultant firing</ARG0> when a mob attacked a BSF camp in Ramban district over alleged high-handedness by a BSF team .', 'Additional forces were deployed in sensitive areas a day after four persons were killed and 44 others , including security personnel , injured in <ARG1>stone-pelting and resultant firing</ARG1> when <ARG0>a mob attacked a BSF camp in Ramban district</ARG0> over alleged high-handedness by a BSF team .', 'Additional forces were deployed in sensitive areas a day after four persons were killed and 44 others , including security personnel , injured in stone-pelting and resultant firing when <ARG1>a mob attacked a BSF camp in Ramban district</ARG1> <SIG0>over</SIG0> <ARG0>alleged high-handedness by a BSF team</ARG0> .']",4
cnc,train_03_20,1024,0,cnc_train_03_20_1024_0,"B.V. Kakkillaya , former MLA and a senior party leader and freedom fighter , who addressed the gathering , said the Government should release the student , along with his father , Linganna Malekudiya , immediately and ensure that his education was continued .",[],0
cnc,train_03_200,2160,0,cnc_train_03_200_2160_0,"Mandya : Farmers protest as outflow from KRS is increased September 25 , 2015 00:00 IST Even as the water-level in Krishnaraja Sagar , near Srirangapatna , is plummeting steeply , the rate of outflow was increased on Thursday evening .","['Mandya : <ARG1>Farmers protest</ARG1> <SIG0>as</SIG0> <ARG0>outflow from KRS is increased</ARG0> September 25 , 2015 00:00 IST Even as the water-level in Krishnaraja Sagar , near Srirangapatna , is plummeting steeply , the rate of outflow was increased on Thursday evening .']",1
cnc,train_03_201,3368,0,cnc_train_03_201_3368_0,"Following this , hundreds of farmers from different parts of the district , under the leadership of Melkote MLA K.S. Puttannaiah , staged a protest near the KRS entrance on Thursday evening .",[],0
cnc,train_03_202,491,0,cnc_train_03_202_491_0,"Thiruvananthapuram : Protest against assault on woman in Kochi June 25 , 2011 00:00 IST Dozens of people , including women , took out a ‘ Freedom Walk ' through the main thoroughfare of the city on Thursday midnight in protest against the alleged assault on Tasni Banu , a woman BPO employee of the Infopark in Kochi a few days ago .","[""Thiruvananthapuram : <ARG1>Protest</ARG1> <ARG0>against assault on woman in Kochi</ARG0> June 25 , 2011 00:00 IST Dozens of people , including women , took out a ‘ Freedom Walk ' through the main thoroughfare of the city on Thursday midnight in protest against the alleged assault on Tasni Banu , a woman BPO employee of the Infopark in Kochi a few days ago ."", ""Thiruvananthapuram : Protest against assault on woman in Kochi June 25 , 2011 00:00 IST <ARG1>Dozens of people , including women , took out a ‘ Freedom Walk ' through the main thoroughfare of the city on Thursday midnight</ARG1> <ARG0><SIG0>in protest</SIG0> against the alleged assault on Tasni Banu , a woman BPO employee of the Infopark in Kochi a few days ago</ARG0> .""]",2
cnc,train_03_203,1966,0,cnc_train_03_203_1966_0,The march started from the Martyrs ' Column at Palayam and concluded before the Secretariat .,[],0
cnc,train_03_204,2929,0,cnc_train_03_204_2929_0,The participants raised slogans demanding stern action to check atrocities against women in the name of moral policing .,"['<ARG1>The participants raised slogans</ARG1> <ARG0><SIG0>demanding</SIG0> stern action to check atrocities</ARG0> against women in the name of moral policing .', 'The participants raised slogans <ARG1>demanding stern action to check atrocities</ARG1> <ARG0>against women in the name of moral policing</ARG0> .']",2
cnc,train_03_205,1335,0,cnc_train_03_205_1335_0,K.G. Suraj presided over the protest meeting .,[],0
cnc,train_03_206,1343,0,cnc_train_03_206_1343_0,Tens of thousands of pro-democracy protesters have marched across Hong Kong to mark the 20th anniversary of its return to Chinese control with a high-profile show of dissent .,['<ARG1>Tens of thousands of pro-democracy protesters have marched across Hong Kong</ARG1> <ARG0><SIG0>to</SIG0> mark the 20th anniversary of its return to Chinese control with a high-profile show of dissent</ARG0> .'],1
cnc,train_03_207,835,0,cnc_train_03_207_835_0,"China ’ s president Xi Jinping , who had been in the former British colony on a three-day tour , flew out of Hong Kong just hours before the annual protest kicked off in Victoria Park on Saturday afternoon .",[],0
cnc,train_03_208,1219,0,cnc_train_03_208_1219_0,"“ We know he has gone back to Beijing but we still want to show that they can not ignore our voice , ” said Howard Cheng , 28 , one of the leaders of the group that organises the rally , the Civil Human Rights Front ( CHRF ) .",[],0
cnc,train_03_209,628,0,cnc_train_03_209_628_0,"Organisers said more than 60,000 people joined the 3km march , which has been held nearly every year since Hong Kong returned to China in 1997 .",[],0
cnc,train_03_209,3174,0,cnc_train_03_209_3174_0,“ We are here to fight for democracy and universal suffrage. ”,['“ <ARG1>We are here to fight</ARG1> <ARG0><SIG0>for</SIG0> democracy and universal suffrage</ARG0>. ”'],1
cnc,train_03_21,1411,0,cnc_train_03_21_1411_0,"HUBLI : Support for Anna Hazare December 29 , 2011 00:00 IST Day two of the dharna organised by India Against Corruption , Hubli , in support of anti-corruption activist Anna Hazare attracted people from various sections of society .",[],0
cnc,train_03_210,644,0,cnc_train_03_210_644_0,"Saturday ’ s rally , which will be followed by a massive pro-Beijing firework display celebrating the anniversary , kicked off at about 3.30pm local time .",[],0
cnc,train_03_211,2826,0,cnc_train_03_211_2826_0,"A column of protestors surged westwards from the park towards Hong Kong ’ s financial centre , carrying flags , banners and yellow umbrellas – the symbol of 2014 ’ s mass protests – stamped with the words : “ Power to the people ” .",[],0
cnc,train_03_212,1119,0,cnc_train_03_212_1119_0,"Many demonstrators carried messages of dissent on black and white T-shirts emblazoned with slogans such as : “ Never back down ” , “ fight for Hong Kong , ” and , more poetically , “ being born in uncertain times carries certain responsibilities ” .",[],0
cnc,train_03_213,768,0,cnc_train_03_213_768_0,"We are here to tell the world that , ” Nathan Law , a local pro-democracy legislator who was among those leading the rally , told the Guardian .",[],0
cnc,train_03_214,862,0,cnc_train_03_214_862_0,"Eddie Chu , a 39-year-old environmentalist and pro-democracy politician , said the rally was “ the most important chance to show the power of the people ” .",[],0
cnc,train_03_215,1705,0,cnc_train_03_215_1705_0,"This is what we need. ” Jason Leung a 16-year-old protestor , was marching with a poster carrying a rather different message .",[],0
cnc,train_03_216,825,0,cnc_train_03_216_825_0,"“ I think it is very selfish , ” explained the teenager , who was at his first rally and said he had come because he wanted to experience first-hand Hong Kong ’ s vibrant democracy movement .","['“ I think it is very selfish , ” explained the teenager , who was at his first rally and said <ARG1>he had come</ARG1> <SIG0>because</SIG0> <ARG0>he wanted to experience first-hand Hong Kong ’ s vibrant democracy movement</ARG0> .']",1
cnc,train_03_217,218,0,cnc_train_03_217_218_0,Hong Kong is not China. ” Xi Jinping was hundreds of kilometres away by the time Saturday ’ s protest began but he left demonstrators a clear message before his departure .,[],0
cnc,train_03_218,2084,0,cnc_train_03_218_2084_0,He said in an address before the protests began that Hong Kong must not be used as a launchpad to challenge Beijing ’ s authority and any questioning of China ’ s sovereignty in the territory “ crosses a red line ” .,[],0
cnc,train_03_219,822,0,cnc_train_03_219_822_0,Both of these issues remain deeply unpopular among city residents and previous government attempts to enact security legislation and national education sparked mass protests .,['<ARG0>Both of these issues remain deeply unpopular among city residents and previous government attempts to enact security legislation and national education</ARG0> <SIG0>sparked</SIG0> <ARG1>mass protests .</ARG1>'],1
cnc,train_03_22,2482,0,cnc_train_03_22_2482_0,"On Wednesday , a troupe of folk artistes joined the protests at Kittur Chennamma Circle .",[],0
cnc,train_03_220,1026,0,cnc_train_03_220_1026_0,"“ It is absolutely impermissible. ” Little more than an hour before Xi ’ s speech , democracy protesters were attacked by pro-China demonstrators and hauled away by police as they attempted to march on the daily flag-raising ceremony .","['“ It is absolutely impermissible. ” Little more than an hour before Xi ’ s speech , <ARG1>democracy protesters were attacked by pro-China demonstrators and hauled away by police</ARG1> <SIG0>as</SIG0> <ARG0>they attempted to march on the daily flag-raising ceremony</ARG0> .']",1
cnc,train_03_221,1032,0,cnc_train_03_221_1032_0,Thousands of heavily armed troops have paraded through cities in China ’ s troubled far west with officials there vowing a “ thunderous ” anti-terror crackdown after an apparent upsurge in deadly ethnic violence .,['<ARG1>Thousands of heavily armed troops have paraded through cities in China ’ s troubled far west with officials there vowing a “ thunderous ” anti-terror crackdown</ARG1> after <ARG0>an apparent upsurge in deadly ethnic violence</ARG0> .'],1
cnc,train_03_222,3374,0,cnc_train_03_222_3374_0,"The parades come after two separate eruptions of bloodletting claimed more than a dozen lives in Xinjiang , a sprawling border region which has been blighted by repeated outbreaks of ethnic violence and terrorist attacks .",[],0
cnc,train_03_223,1915,0,cnc_train_03_223_1915_0,Last Tuesday three machete-wielding attackers were reported to have been gunned down by police after they killed five civilians in Hotan ’ s Pishan county .,['<ARG1>Last Tuesday three machete-wielding attackers were reported to have been gunned down by police</ARG1> after <ARG0>they killed five civilians in Hotan ’ s Pishan county</ARG0> .'],1
cnc,train_03_224,2589,0,cnc_train_03_224_2589_0,On 28 December four assailants were reportedly shot dead after using home-made explosives to launch a deadly assault on a government compound in Karakax county .,"['<ARG1>On 28 December four assailants were reportedly shot dead</ARG1> after <ARG0>using home-made explosives to launch a deadly assault on a government compound in Karakax county</ARG0> .', 'On 28 December four assailants were reportedly shot dead after <ARG1>using home-made explosives</ARG1> <ARG0><SIG0>to</SIG0> launch a deadly assault on a government compound in Karakax county</ARG0> .']",2
cnc,train_03_225,496,0,cnc_train_03_225_496_0,China says Islamic extremists and separatists are behind such attacks although human rights activists suspect much of the violence is driven by resentment at Communist party rule among the region ’ s predominantly Muslim ethnic Uighur population .,"['<ARG1>China says Islamic extremists and separatists are behind such attacks</ARG1> <SIG0>although</SIG0> <ARG0>human rights activists suspect much of the violence is driven by resentment at Communist party rule among the region ’ s predominantly Muslim ethnic Uighur population</ARG0> .', 'China says Islamic extremists and separatists are behind such attacks although human rights activists suspect <ARG1>much of the violence</ARG1> <SIG0>is driven by</SIG0> <ARG0>resentment at Communist party rule among the region ’ s predominantly Muslim ethnic Uighur population</ARG0> .']",2
cnc,train_03_226,1942,0,cnc_train_03_226_1942_0,“ Chen has gone in the opposite direction with these military parades which are quite remarkable really … We saw similar-type events after the 2009 riots but here we are talking about in response to what was really a small knife attack in Hotan .,[],0
cnc,train_03_227,2085,0,cnc_train_03_227_2085_0,"So it is out of proportion , I would say , to the level of violence that we have seen in Xinjiang this year. ”",[],0
cnc,train_03_227,2281,0,cnc_train_03_227_2281_0,China ’ s leaders declared a “ people ’ s war on terror ” in 2014 after a series of attacks that took place or were linked to Xinjiang .,['<ARG1>China ’ s leaders declared a “ people ’ s war on terror ” in 2014</ARG1> after <ARG0>a series of attacks that took place or were linked to Xinjiang</ARG0> .'],1
cnc,train_03_228,1286,0,cnc_train_03_228_1286_0,"Those incidents included a street bombing in Urumqi , a knife attack on civilians at a train station in Kunming , and a car-bomb attack in Beijing ’ s Tiananmen Square .",[],0
cnc,train_03_229,2254,0,cnc_train_03_229_2254_0,"However , until the recent killings a period of relative calm appeared to have descended on the region .",[],0
cnc,train_03_23,2517,0,cnc_train_03_23_2517_0,"On getting the news about Mr. Hazare breaking his fast , they too ended their dharna .",[],0
cnc,train_03_230,913,0,cnc_train_03_230_913_0,07th April 2016 12:37 AM Students of Jammu University shout slogans during a protest rally against the police action on non-Kashmiri students in NIT,"['07th April 2016 12:37 AM <ARG1>Students of Jammu University shout slogans</ARG1> during <ARG0>a protest rally</ARG0> against the police action on non-Kashmiri students in NIT', '07th April 2016 12:37 AM Students of Jammu University shout slogans during <ARG1>a protest rally</ARG1> <ARG0>against the police action on non-Kashmiri students in NIT</ARG0>']",2
cnc,train_03_230,966,0,cnc_train_03_230_966_0,"Srinagar in Jammu | PTI SRINAGAR : Tension prevailed at NIT here with outstation students today making a slew of demands , including shifting the institute out of Kashmir and action against the policemen involved in lathicharge yesterday , as an HRD team rushed here from Delhi to resolve the crisis being witnessed since last six days .","['Srinagar in Jammu | PTI SRINAGAR : <ARG1>Tension prevailed at NIT here</ARG1> <SIG0>with</SIG0> <ARG0>outstation students today making a slew of demands</ARG0> , including shifting the institute out of Kashmir and action against the policemen involved in lathicharge yesterday , as an HRD team rushed here from Delhi to resolve the crisis being witnessed since last six days .', 'Srinagar in Jammu | PTI SRINAGAR : Tension prevailed at NIT here with outstation students today making a slew of demands , including shifting the institute out of Kashmir and action against the policemen involved in lathicharge yesterday , as <ARG1>an HRD team rushed here from Delhi</ARG1> <ARG0><SIG0>to</SIG0> resolve the crisis being witnessed since last six days</ARG0> .']",2
cnc,train_03_230,2641,0,cnc_train_03_230_2641_0,Tension on ; Outstation Students Seek Shifting Out of NIT,[],0
cnc,train_03_231,978,0,cnc_train_03_231_978_0,The developments at the prestigious engineering institute also triggered politicking even as the state government assured that safety will be ensured for the students hailing from other states at the campus where CRPF has been deployed to instill a sense of security .,[],0
cnc,train_03_232,1441,0,cnc_train_03_232_1441_0,"A day after lathicharge by local police on the agitating non-local students at the campus , the Union HRD Ministry rushed a three-member team -- Sanjeev Sharma , Director ( Technical Education ) in the ministry , Deputy Director Finance Fazal Mehmood and Chairman of Board of Governors of NIT M JZarabi -- here this morning .",[],0
cnc,train_03_233,2765,0,cnc_train_03_233_2765_0,The students said the police had taken away national flag from them during a clash on Friday last and demanded that it be returned to them .,[],0
cnc,train_03_234,2041,0,cnc_train_03_234_2041_0,"The students , who had assembled in a hall inside the NIT campus , also demanded strict action against police personnel including Deputy Superintendent of Police who resorted to lathicharge on them yesterday .",[],0
cnc,train_03_235,1190,0,cnc_train_03_235_1190_0,"We also demand the DySP change his statement in which he has said that students hurled stones at police , "" said a student , who was speaking on behalf of the rest .",[],0
cnc,train_03_236,2274,0,cnc_train_03_236_2274_0,""" My officers are in touch with the agitating students and their family members .",[],0
cnc,train_03_237,2730,0,cnc_train_03_237_2730_0,"Seeking to allay apprehensions of the students who feared that the agitation will have a bearing on their academic performance as exams are due , the Union Minister said the HRD team will stay at NIT Srinagar till exams , which begin on April 11 , are not over .","['Seeking to allay <ARG1>apprehensions of the students</ARG1> <ARG0>who feared that the agitation will have a bearing on their academic performance</ARG0> as exams are due , the Union Minister said the HRD team will stay at NIT Srinagar till exams , which begin on April 11 , are not over .', 'Seeking to allay apprehensions of the students <ARG1>who feared that the agitation will have a bearing on their academic performance</ARG1> <SIG0>as</SIG0> <ARG0>exams are due</ARG0> , the Union Minister said the HRD team will stay at NIT Srinagar till exams , which begin on April 11 , are not over .', '<ARG0><SIG0>Seeking</SIG0> to allay apprehensions of the students who feared that the agitation will have a bearing on their academic performance as exams are due</ARG0> , <ARG1>the Union Minister said the HRD team will stay at NIT Srinagar till exams , which begin on April 11 , are not over</ARG1> .']",3
cnc,train_03_238,2637,0,cnc_train_03_238_2637_0,""" I only want to say that CM of J & K has assured that no injustice will be done , "" Irani said , adding Mehbooba has assured her that an enquiry has been ordered into the clashes inside the the NIT campus .",[],0
cnc,train_03_239,1870,0,cnc_train_03_239_1870_0,"Home Minister Rajnath Singh , campaigning in West Bengal for assembly polls , said he had spoken to Mehbooba who gave an assurance that all students are safe and she would enquire how the incident happened and fix responsibility .",[],0
cnc,train_03_24,87,0,cnc_train_03_24_87_0,Battle continues in Poonch district 07th January 2009 01:41 PM Soldiers during the gun-battle with militants at Bhati Dhar forest in Poonch district of J & K .,[],0
cnc,train_03_240,1030,0,cnc_train_03_240_1030_0,"Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus , which has been gripped by tension following clashes in the wake of India 's loss to West Indies in the World T 20 Cup .","[""Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and <ARG1>replacing Jammu and Kashmir Police by CRPF</ARG1> <SIG0>for</SIG0> <ARG0>security of the NIT campus</ARG0> , which has been gripped by tension following clashes in the wake of India 's loss to West Indies in the World T 20 Cup ."", ""Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of <ARG1>the NIT campus , which has been gripped by tension</ARG1> <SIG0>following</SIG0> <ARG0>clashes</ARG0> in the wake of India 's loss to West Indies in the World T 20 Cup ."", ""Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus , which has been gripped by tension following <ARG1>clashes</ARG1> <SIG0>in the wake of</SIG0> <ARG0>India 's loss to West Indies in the World T 20 Cup</ARG0> .""]",3
cnc,train_03_241,1155,0,cnc_train_03_241_1155_0,"Members of the Mamelodi community staged a protest at the High Court Thursday , complaining that he should have been in jail and that his bail should not have been extended .","['<ARG1>Members of the Mamelodi community staged a protest at the High Court Thursday</ARG1> , <ARG0>complaining that he should have been in jail and that his bail should not have been extended</ARG0> .']",1
cnc,train_03_242,372,0,cnc_train_03_242_372_0,They waved placards with slogans such as `` Justice must be done '' and `` Stop killing our mothers '' .,[],0
cnc,train_03_243,1174,0,cnc_train_03_243_1174_0,"The SAHRC investigated Tatane 's death , during a protest in Ficksburg in April 2011 , followed a complaint by the Council for the Advancement of the SA Constitution .","[""<ARG1>The SAHRC investigated Tatane 's death</ARG1> , during a protest in Ficksburg in April 2011 , <SIG0>followed</SIG0> <ARG0>a complaint by the Council for the Advancement of the SA Constitution</ARG0> ."", ""The SAHRC investigated <ARG1>Tatane 's death</ARG1> , during <ARG0>a protest in Ficksburg in April 2011</ARG0> , followed a complaint by the Council for the Advancement of the SA Constitution .""]",2
cnc,train_03_244,2506,0,cnc_train_03_244_2506_0,It found that the police were not suitably equipped to quell public disorder during the protest and had failed to devise a plan to regulate and monitor the protest .,[],0
