index,text,label
cnc_train_03_5_0_0,"In Bhaderwah and Thathri , protestors took out a march and burnt tyres demanding arrest of the culprits and punishment to them .",1
cnc_train_03_6_0_0,There was a shutdown in various towns in Jammu regions against the incident .,1
cnc_train_03_9_0_0,"However , following an assurance from the officers concerned , they withdrew their agitation and fixed a 15 - day deadline for fulfilling their demands .",1
cnc_train_03_10_0_0,"Vijaykumar , Assistant Director of the Agriculture Department , who rushed to the spot on being informed that farmers were staging a dharna in front of the department , assured the protesters that he would meet their demands in 15 days .",0
cnc_train_03_11_0_0,Farmers stage dharna in Harihar No grants released so far : officials,0
cnc_train_03_12_0_0,"The performance comes at a time when instruction of the city ’ s history is becoming increasingly politicised , with recent government attempts to bury details that may be embarrassing for China .",0
cnc_train_03_14_0_0,"“ The textbooks and syllabus try to sidestep so-called embarrassing issues like June 4th or the 1967 riots , ” Pang added , referring to the date of the 1989 Tiananmen Square massacre , an event that spurred 1.5 million people , more than a quarter of the population at the time , to march in Hong Kong in the largest ever protest .",0
cnc_train_03_15_0_0,Last year the Hong Kong police revised the history section of their website to remove references to “ leftists ” and “ Communists ” as agitators and bomb makers during months of deadly rioting in 1967 .,1
cnc_train_03_16_0_0,The decision was taken following a demonstration staged by a group of persons who are natives of Salem and have registered with the District Employment Office ( DEO ) for the same post .,1
cnc_train_03_18_0_0,They gheroed Chief Educational Officer Sethurama Varma .,0
cnc_train_03_20_0_0,"B.V. Kakkillaya , former MLA and a senior party leader and freedom fighter , who addressed the gathering , said the Government should release the student , along with his father , Linganna Malekudiya , immediately and ensure that his education was continued .",0
cnc_train_03_21_0_0,"HUBLI : Support for Anna Hazare December 29 , 2011 00:00 IST Day two of the dharna organised by India Against Corruption , Hubli , in support of anti-corruption activist Anna Hazare attracted people from various sections of society .",0
cnc_train_03_22_0_0,"On Wednesday , a troupe of folk artistes joined the protests at Kittur Chennamma Circle .",0
cnc_train_03_23_0_0,"On getting the news about Mr. Hazare breaking his fast , they too ended their dharna .",0
cnc_train_03_24_0_0,Battle continues in Poonch district 07th January 2009 01:41 PM Soldiers during the gun-battle with militants at Bhati Dhar forest in Poonch district of J & K .,0
cnc_train_03_25_0_0,( Photo : PTI ) JAMMU : The battle raging between militants and security forces in the mountainous forested area of Poonch district in Jammu and Kashmir continued for the seventh day Wednesday and army officials said the intruders had tried to breach the security cordon laid around the area overnight .,0
cnc_train_03_26_0_0,"Firing during Tuesday night and Wednesday morning indicated that the "" terrorists are still present inside "" , Brigadier General Staff ( BGS ) of 16 corps Brig Gurdeep Singh told reporters at a press conference near Pati Tar area where the operation is still on .",0
cnc_train_03_27_0_0,The battle between security forces and militants in the forests in Mendhar area of Poonch erupted last Thursday .,0
cnc_train_03_28_0_0,"Singh said the militants had tried to breach the cordon Tuesday night , "" but the troops fired at them , pushing them back into the jungle "" .",0
cnc_train_03_29_0_0,Seven people - four militants and three security personnel - were killed in the first two days of the battle .,1
cnc_train_03_30_0_0,He was also booked by the Central Bureau of Investigation ( CBI ) as one of the 17 accused in the 2007 ‘ Dinakaran ’ newspaper office attack case .,1
cnc_train_03_32_0_0,"5 Chhattisgarh cops abducted by Maoists 25th January 2011 10:44 PM RAIPUR : Maoists stopped a bus in Chhattisgarh 's restive Bastar region on Tuesday and abducted six passengers , including five policemen , on the eve of the Republic Day .",0
cnc_train_03_33_0_0,"The passengers were abducted from an interior pocket in Narayanpur district , about 350 km south from capital Raipur .",0
cnc_train_03_34_0_0,""" The Maoists stopped a bus and identified five jawans of the Chhattisgarh Armed Forces ( CAF ) ( the state armed police ) and took them away , "" Inspector General of Police ( Bastar ) TJ Longkumer told reporters .",0
cnc_train_03_35_0_0,"A civilian was also abducted along with the troopers either on suspicion of being a policeman or for interfering in the abduction , he added .",1
cnc_train_03_36_0_0,The abducted jawans were unarmed and also not in police uniform as they were returning from leave to district headquarters Narayanpur town .,0
cnc_train_03_37_0_0,We have searched several jungle areas in Narayanpur and its neighbouring Kanker district in a bid to trace out the abducted cops and civilian .,1
cnc_train_03_39_0_0,"Lok Sabha members , cutting across party lines , meanwhile , expressed outrage at the language used by members of Team Anna during Anna ’ s one-day sit-in fast at Jantar Mantar .",0
cnc_train_03_41_0_0,"The militant outfit in a release dated June 4 , which was circulated in the media today , claimed that the attack yesterday was a joint operation by it , Kanglei Yawol Kanna Lup and Kangleipak Communist Party .",0
cnc_train_03_42_0_0,"The release claimed that 20 army personnel , including a junior commissioned officer , were killed and 12 others injured in the incident .",0
cnc_train_03_43_0_0,"It claimed that during the attack a five-vehicle convoy of 6th Dogra Regiment was "" assaulted "" at Tengnoupal-New Somtal Road in Chandel district of Manipur .",1
cnc_train_03_44_0_0,""" The assault started around 6 AM and lasted till 9 to 10 AM , "" the release said , adding the offensive was launched in ' sync ' by the outfits .",0
cnc_train_03_45_0_0,"After the ceasefire abrogation in March this year , NSCN(K) had on May 3 attacked and killed nine Assam Rifles personnel in Mon district .",1
cnc_train_03_48_0_0,Mangalore Bishop Fr Aloysius Paul D ’ Souza said the Panel report had failed to ensure justice to Christians who were deeply hurt during the church attacks .,0
cnc_train_03_49_0_0,"Urging the Commission to reveal names of people involved in the attacks , he said the protestors against the church attack were assaulted by police , youth were hunted and criminal cases were booked on them .",0
cnc_train_03_50_0_0,"The women , elderly persons and children were caned during the protests , but the Commission failed to understand the situation , he said , terming the Commission ’ s report as a bundle of contradictions .",0
cnc_train_03_51_0_0,He urged the government to drop the cases registered against the Christians in connection with church attacks .,0
cnc_train_03_52_0_0,Nearly 45 organisations from DK and Udupi districts supported the protest .,0
cnc_train_03_53_0_0,"The NCP has raped the state , "" Thackeray said at a public rally in Jalna , 452 km to the east of Mumbai , in the parched Marathwada region .",0
cnc_train_03_54_0_0,This was Thackeray 's first and keenly watched public rally after his Aurangabad rally last Tuesday when his convoy was attacked allegedly by NCP workers .,0
cnc_train_03_55_0_0,It direct fallout was MNS ' retaliatory attacks on NCP offices in over a dozen parts of the state including Mumbai .,0
cnc_train_03_56_0_0,"Thackeray had promised to "" give a fitting reply "" to the NCP at Saturday 's rally and said he would now visit Pune - the Pawar family bastion March 7 , followed by a tour of Vidarbha starting March 16 .",0
cnc_train_03_58_0_0,"Students also protested at the Indumiso campus in Imbali , Pietermaritzburg .",0
cnc_train_03_59_0_0,"If an agreement was not reached the protests would continue , Gumede said .",1
cnc_train_03_62_0_0,"Govt urged to take over Nellimarla jute mill 24th July 2009 03:08 AM HYDERABAD : Representatives of the Nellimarla Jute Mill Karmika Sangham , affiliated to IFTU , today urged Chief Minister YS Rajasekhara Reddy to intervene in resolving their problems and to put an end to the 10 - month-old strike involving about 5,000 jute mill workers at Nellimarla in Vizianagaram district .",0
cnc_train_03_64_0_0,Police quickly took away protesters displaying banners .,0
cnc_train_03_66_0_0,The drivers allegedly shot Mandisi Ngomani several times in the back while he was running away from them several days before a taxi strike in September last year .,0
cnc_train_03_68_0_0,"LDF MLAs , other representatives of the people , and LDF leaders from the district took part in the dharna .",0
cnc_train_03_70_0_0,"Addressing the dharna , the former Education Minister and Kundara MLA M.A. .",0
cnc_train_03_71_0_0,The former Minister for Civil Supplies and Karunagapaly MLA C. Divakaran participated in the dharna .,0
cnc_train_03_74_0_0,"Angry over the denial of a ticket to Suryakant Nagamarapalli , his supporters attacked the district BJP office in Bidar and vandalised the furniture on Friday .",1
cnc_train_03_75_0_0,They even tried to burn down the office .,0
cnc_train_03_76_0_0,"However , he added that the recurring protests were unethical as none of the protesters had spoken about the issue to the manufacturers directly .",1
cnc_train_03_79_0_0,"After showering flower petals in the sea to mark the World Oceans Day , the villagers and their children started the relay fast at Kooththenkuzhi .",0
cnc_train_03_81_0_0,"Speaking to journalists at the ANC Eastern Cape conference in Alice , he said he had been in contact with Mbeki and ANC KwaZulu-Natal chairman S'bu Ndebele about the incident , which occurred at the funeral of struggle veteran Moses Mabhida in Pietermaritzburg on Saturday .",0
cnc_train_03_82_0_0,"According to the SABC , when Mbeki took the podium at the Harry Gwala Stadium , a section of the crowd started howling and leaving the stadium .",1
cnc_train_03_83_0_0,ANC deputy president Jacob Zuma had to intervene when the noise became too disruptive .,1
cnc_train_03_84_0_0,Mbeki continued with his speech during the chaos and it soon died down .,0
cnc_train_03_85_0_0,"`` They said to me that the reburial was very dignified , proceeded very well , until plus minus 60 people made a noise when the president was about to speak , and decided to walk out , '' Motlanthe said .",0
cnc_train_03_86_0_0,"He said he told Ndebele that since this was a repeat of what happened when the prime minister of India was in the country , party officials should have followed those who were leaving the stadium and observed them .",0
cnc_train_03_87_0_0,"UPPSC quota protest : 4 FIRs name 2,500 for rioting , mischief - Indian Express Express News Service , Express News Service : Allahabad , Wed Jul 17 2013 , 04:07 hrs The Allahabad police Tuesday registered a total of four FIRs , all at Civil Lines police station , in connection with the violence that took place on Monday when youths protesting against the reservation policy of the Uttar Pradesh Public Service Commission ( UPPSC ) went on the rampage .",0
cnc_train_03_88_0_0,""" The FIRs have been registered under various sections of the IPC pertaining to rioting , mischief and damaging public property .",0
cnc_train_03_89_0_0,They have been identified on the basis of the photographs and video footage of the incident .,0
cnc_train_03_90_0_0,Another FIR pertaining to rioting and violating prohibitory orders was registered on the complaint of the police .,0
cnc_train_03_92_0_0,"They had come to Mahatma Gandhi Marg and then gone to Sardar Patel Marg from Subhash Chauraha in the posh Civil Lines area , damaging vehicles and also shops and commercial establishments along the way .",0
cnc_train_03_93_0_0,"All along , the Civil Lines police station area remained the theatre of violence .",0
cnc_train_03_94_0_0,"Investigations will reveal the involvement of other youths in Monday 's violence . """,0
cnc_train_03_95_0_0,"Bomb blast shakes Bangalore 18th April 2013 07:33 AM Under the shadow of the state Assembly elections , terror revisited Bangalore on Monday , exactly three years after twin blasts went off outside the M Chinnaswamy stadium in the city on April 17 , 2010 .",0
cnc_train_03_96_0_0,"An improvised explosive device ( IED ) kept under the seat of a motorbike blew up after being remotely triggered , just 100 metres from Jagannath Bhavan , the state BJP headquarters in Malleswaram around 10.30 am .",0
cnc_train_03_97_0_0,Nobody has claimed responsibility for the blast that injured 15 people including 11 policemen from the 4th KSRP battalion .,1
cnc_train_03_98_0_0,Tension gripped the city following the blasts and a red alert was sounded at all installations .,1
cnc_train_03_99_0_0,The blast was so intense that the motorbike split into pieces .,1
cnc_train_03_100_0_0,Its mangled remains were thrown 500 metres from the blast spot .,0
cnc_train_03_101_0_0,"Initially , there was confusion on whether it was a cylinder blast , but the police confirmed that it was a bomb blast using high-intensity explosive .",0
cnc_train_03_102_0_0,"As of now , we cannot jump into conclusions about the motive behind the blast .",0
cnc_train_03_103_0_0,"A rumour was also circulated that there was one more blast at Hebbal , but the police denied it .",0
cnc_train_03_105_0_0,"The event in Kwun Tong Kung Lok Government School was largely peaceful , although there were minor clashes between the two camps before Leung entered and at the end .",0
cnc_train_03_107_0_0,In the streets too the general sense of animosity prevailed as the CPM and BJP workers scuffled outside the AKG Centre and 600 people were detained .,1
cnc_train_03_108_0_0,BJP workers broke barriers and damaged the signboard outside the CPM office .,0
cnc_train_03_109_0_0,The CPM workers too came out of the building to confront the protesters and a minor scuffle ensued .,1
cnc_train_03_110_0_0,"Union minister Nitin Gadkari , who led the BJP delegation that met the President , told reporters that BJP and RSS workers were facing “ atrocities ” from CPM in Kerala .",0
cnc_train_03_111_0_0,Our worker Pramod was killed .,0
cnc_train_03_112_0_0,Houses of more than 100 workers have been vandalised .,0
cnc_train_03_113_0_0,"We hope that those having faith in democracy will condemn this violence , ” Gadkari said .",0
cnc_train_03_114_0_0,CPM general secretary Sitaram Yechury alleged that BJP and RSS workers started the bout of violence in Kerala by attacking a victory procession in Kannur .,1
cnc_train_03_115_0_0,“ This has happened across the state .,0
cnc_train_03_116_0_0,"Bail cancellation plea against Raneef dismissed 04th January 2011 01:26 AM NEWDELHI : The Supreme Court has dismissed the petition filed by the Kerala Government seeking cancellation of bail to Dr Raneef , who is one of the accused in the hand-chopping of T J Joseph .",0
cnc_train_03_117_0_0,"It was on July 4 that seven persons of the Popular Front of India intercepted the car of colege lecturer Joseph , who was then working at Newman College and chopped off his palm .",0
cnc_train_03_118_0_0,"In the ensuing attack , the victim 's son attacked one of the assailants .",0
cnc_train_03_119_0_0,This caused injury to accused no : 37 in the case .,0
cnc_train_03_120_0_0,The High Court granted bail on the ground that he did not participate in the direct assault .,1
cnc_train_03_121_0_0,"The Ernakulam Sessions Court on Monday granted bail to the first accused , Jaffer , and second accused , Asharaf , in the T J Joseph hand chopping case .",0
cnc_train_03_123_0_0,The protesters blocked the Rayakottai road .,0
cnc_train_03_124_0_0,"At Balagangamanahalli panchayat in Dharmapuri , residents of Eechampatti village laid siege to the Nallampalli BDO ’ s office in protest against non supply of water .",1
cnc_train_03_125_0_0,"Meanwhile , around two lakh fishermen in Tamil Nadu and Puducherry are on a strike demanding the return of detained fishing boats by Sri Lanka .",1
cnc_train_03_127_0_0,"Shettar assured the House that he would take action against the erring officials following which the opposition , including JDS members , withdrew the dharna .",1
cnc_train_03_128_0_0,Special team to probe 04th April 2009 12:12 AM THIRUVANANTHAPURAM : A special team led by City Control Room Assistant Commissioner Suresh Kumar will inquire into the destruction of the Chattambi Swami idol at Kannammoola .,0
cnc_train_03_129_0_0,"City Police Commissioner Ravada Chandrasekhar has also directed Shangumugham Assistant Commissioner Suresh Kumar to probe into the role of the police in the incident , including the allegation that LDF candidate P. Ramachandran Nair was pushed by the Pettah Circle Inspector .",0
cnc_train_03_130_0_0,The Home Department also submitted a detailed report on Wednesday ’ s incident at Kannammoola to the Election Commission .,0
cnc_train_03_131_0_0,"But , the miscreants who had destroyed the Chattambi Swami idol at Kannammoola could not be identified even after 36 hours of the incident .",0
cnc_train_03_132_0_0,"As threatened , BJP candidate P.K. Krishnadas began a fast in front of the controversial plot at Kannammoola on Thursday morning .",0
cnc_train_03_133_0_0,"By noon , veteran BJP leader O. Rajagopal took over the fast as Krishnadas had to go for campaigning .",1
cnc_train_03_134_0_0,Rajagopal concluded the fast in the evening when the Home Minister ’ s office informed BJP leaders about the report sent to the Election Commission .,1
cnc_train_03_135_0_0,The fast of BJP leaders was inaugurated by NSS Taluk Union president Sangeeth Kumar .,0
cnc_train_03_136_0_0,He said the peaceful strike demanding a memorial for Chattambi Swami will continue till the government takes a decision on the issue .,0
cnc_train_03_137_0_0,"The strike will be intensified after consulting with like-minded people , he added .",1
cnc_train_03_139_0_0,Protestors and activists of Janmasthana Samrakshana Samithy alleged that the idol was destroyed as directed by Sandhya .,0
cnc_train_03_141_0_0,The police said the two factions got engaged in the fight following a wordy duel over some poll issues .,1
cnc_train_03_143_0_0,The university has planned an increased despite the # FeesMustFall protests that caused unrest and turned violent towards the end of the year .,1
cnc_train_03_144_0_0,"Wits students held protests demanding the realisation of free , quality and decolonised education , in line with the call of the # FeesMustFall movement .",1
cnc_train_03_146_0_0,The police questioned Sanmugavel regarding the threat call to Nehru .,0
cnc_train_03_147_0_0,Four persons were arrested on Sunday in connection with making life threat calls to former minister K N Nehru .,1
cnc_train_03_148_0_0,"The caller threatened to kill the former minister , saying that Nehru would be the next target after his brother Ramajayam .",0
cnc_train_03_149_0_0,The threat came just two days after Ramajayam ’ s murder .,0
cnc_train_03_151_0_0,"‘ Unacceptable behaviour ’ While demanding the arrest of Sasikumar ’ s murderers , Mr. Karunanidhi said causing damage to public or private property in the wake of the murder was unacceptable .",0
cnc_train_03_152_0_0,"ANDHRA PRADESH Women stage dharna for gas connection October 04 , 2008 00:00 IST Staff Reporter WARANGAL : Hundreds of women under the aegis of CPI ( M ) staged a dharna at the Collectorate demanding free gas connection .",1
cnc_train_03_153_0_0,Members of several Self Help Groups ( SHGs ) reached the town sporting placards and raising slogans .,0
cnc_train_03_154_0_0,The interdict followed an incident in the morning when two security guards were chased off the Durban building site by striking workers .,1
cnc_train_03_155_0_0,"`` Our attorneys have written a letter to the union expressing our concern at the violence at the site today ( Thursday ) , '' he said .",0
cnc_train_03_156_0_0,A small group of workers were seen attempting to burn notices issued by the management which informed workers that any industrial action taken by non-NUM members was an illegal strike .,0
cnc_train_03_157_0_0,Metro police intervened and the fire was put out .,0
cnc_train_03_158_0_0,Hundreds of workers gathered at the stadium at 7.30am on Thursday continuing the second day of the NUM strike in windy and cloudy conditions .,0
cnc_train_03_159_0_0,"The strike may continue next week , '' he said .",0
cnc_train_03_160_0_0,"Even with the strike continuing , Group Five-WBHO Consortium on Wednesday gave their reassurance that construction of the stadium was on track and that delivery of the stadium was not in jeopardy .",0
cnc_train_03_161_0_0,More than a thousand workers downed tools at 7am on Wednesday after talks with management failed on Tuesday .,1
cnc_train_03_164_0_0,Law and locals in a free-for-all 19th October 2009 01:07 AM The clash between police and the local people in Palode on Sunday .,0
cnc_train_03_168_0_0,The clashes were allegedly sparked off by some local people pelting stones at the police party .,1
cnc_train_03_169_0_0,"As the violence mounted , the police hurled teargas shells and grenades at the mob .",0
cnc_train_03_170_0_0,A police jeep and several two-wheelers were damaged .,0
cnc_train_03_171_0_0,The Palode police have registered a case against about 300 persons in connection with the incident .,0
cnc_train_03_172_0_0,The trade union federation said the march by thousands of women to the Union Buildings in Pretoria in 1956 against pass books was a turning point in history .,0
cnc_train_03_173_0_0,"On this day in 1956 around 20,000 women participated in a national march to protest against pass law legislation , which required non-white South Africans to carry a document on them to prove that they were allowed to enter `` white areas '' .",1
cnc_train_03_174_0_0,Women of all races and ages from all corners of the country marched to the Union Buildings in Pretoria .,0
cnc_train_03_175_0_0,"The march was organised by the Federation of South African Women ( Fedsaw ) and led by Helen Joseph , Rahima Moosa , Sophie Williams and Lilian Ngoyi .",0
cnc_train_03_176_0_0,"Mineworkers across the North West have decided to combine their strike efforts , a workers ' representative said in Rustenburg on Saturday .",0
cnc_train_03_177_0_0,"`` We have realised the weak point of the way we are striking one by one , '' Sphamandla Makahanya said during an Anglo American Platinum ( Amplats ) strike rally at the Olympia Park Stadium .",0
cnc_train_03_178_0_0,More than a thousand striking workers were gathered at a mass rally .,0
cnc_train_03_179_0_0,The crowd was singing and dancing as police in Nyalas and vans kept watch over proceedings .,0
cnc_train_03_180_0_0,`` The strike is still on . '',0
cnc_train_03_181_0_0,"They had been on a wildcat strike since September 12 , demanding to be paid a minimum of R16,000 a month .",1
cnc_train_03_184_0_0,Efforts to persuade the farmers to relent failed to yield result and the irate farmers continued their protest till late in the evening .,1
cnc_train_03_185_0_0,"The strike at Anglo American Platinum ( Amplats ) in Rustenburg will continue , the Rustenburg strike co-ordinating committee said on Monday .",0
cnc_train_03_186_0_0,`` The strike is on .,0
cnc_train_03_187_0_0,Amplats said it had offered to reinstate all workers on the same terms and conditions of employment as applied before their illegal strike .,0
cnc_train_03_189_0_0,Workers who did not participate in the strike would receive a once-off loyalty allowance of R2000 .,0
cnc_train_03_190_0_0,"Amplats workers went on strike on September 12 , demanding a monthly salary of R16,000 .",1
cnc_train_03_191_0_0,"`` Prolonged strikes may lead to the company closing down , '' he said after a Congress of SA Trade Unions rally in Rustenburg .",1
cnc_train_03_192_0_0,"|PTI GAYA : A 20 - year-old youth was shot dead allegedly by JD(U) MLC Manorama Devi 's son Rocky for overtaking his vehicle near police line in Bihar 's Gaya district , triggering protests in the area .",1
cnc_train_03_196_0_0,"Chief Minister Y.S. Rajasekhara Reddy , sought details of the exchange of fire in Karimnagar yesterday , in which a student was killed in police firing .",0
cnc_train_03_197_0_0,"Meanwhile , in an isolated incident , the Naxalites blew up a telephone exchange in Perur village in Devarakadra mandal in Mahaboobnagar district in the early hours today .",0
cnc_train_03_198_0_0,"The move was seen as highly controversial and sparked about 13,000 to take to the streets in a protest that ended in clashes with police .",1
cnc_train_03_199_0_0,"In a separate and extremely rare protest , more than 2,000 members of the legal profession marched against Beijing ’ s meddling in the local legal system .",1
cnc_train_03_201_0_0,"Following this , hundreds of farmers from different parts of the district , under the leadership of Melkote MLA K.S. Puttannaiah , staged a protest near the KRS entrance on Thursday evening .",0
cnc_train_03_203_0_0,The march started from the Martyrs ' Column at Palayam and concluded before the Secretariat .,0
cnc_train_03_204_0_0,The participants raised slogans demanding stern action to check atrocities against women in the name of moral policing .,1
cnc_train_03_205_0_0,K.G. Suraj presided over the protest meeting .,0
cnc_train_03_207_0_0,"China ’ s president Xi Jinping , who had been in the former British colony on a three-day tour , flew out of Hong Kong just hours before the annual protest kicked off in Victoria Park on Saturday afternoon .",0
cnc_train_03_208_0_0,"“ We know he has gone back to Beijing but we still want to show that they can not ignore our voice , ” said Howard Cheng , 28 , one of the leaders of the group that organises the rally , the Civil Human Rights Front ( CHRF ) .",0
cnc_train_03_210_0_0,"Saturday ’ s rally , which will be followed by a massive pro-Beijing firework display celebrating the anniversary , kicked off at about 3.30pm local time .",0
cnc_train_03_211_0_0,"A column of protestors surged westwards from the park towards Hong Kong ’ s financial centre , carrying flags , banners and yellow umbrellas – the symbol of 2014 ’ s mass protests – stamped with the words : “ Power to the people ” .",0
cnc_train_03_212_0_0,"Many demonstrators carried messages of dissent on black and white T-shirts emblazoned with slogans such as : “ Never back down ” , “ fight for Hong Kong , ” and , more poetically , “ being born in uncertain times carries certain responsibilities ” .",0
cnc_train_03_213_0_0,"We are here to tell the world that , ” Nathan Law , a local pro-democracy legislator who was among those leading the rally , told the Guardian .",0
cnc_train_03_214_0_0,"Eddie Chu , a 39-year-old environmentalist and pro-democracy politician , said the rally was “ the most important chance to show the power of the people ” .",0
cnc_train_03_215_0_0,"This is what we need. ” Jason Leung a 16-year-old protestor , was marching with a poster carrying a rather different message .",0
cnc_train_03_217_0_0,Hong Kong is not China. ” Xi Jinping was hundreds of kilometres away by the time Saturday ’ s protest began but he left demonstrators a clear message before his departure .,0
cnc_train_03_218_0_0,He said in an address before the protests began that Hong Kong must not be used as a launchpad to challenge Beijing ’ s authority and any questioning of China ’ s sovereignty in the territory “ crosses a red line ” .,0
cnc_train_03_222_0_0,"The parades come after two separate eruptions of bloodletting claimed more than a dozen lives in Xinjiang , a sprawling border region which has been blighted by repeated outbreaks of ethnic violence and terrorist attacks .",0
cnc_train_03_223_0_0,Last Tuesday three machete-wielding attackers were reported to have been gunned down by police after they killed five civilians in Hotan ’ s Pishan county .,1
cnc_train_03_224_0_0,On 28 December four assailants were reportedly shot dead after using home-made explosives to launch a deadly assault on a government compound in Karakax county .,1
cnc_train_03_226_0_0,“ Chen has gone in the opposite direction with these military parades which are quite remarkable really … We saw similar-type events after the 2009 riots but here we are talking about in response to what was really a small knife attack in Hotan .,0
cnc_train_03_228_0_0,"Those incidents included a street bombing in Urumqi , a knife attack on civilians at a train station in Kunming , and a car-bomb attack in Beijing ’ s Tiananmen Square .",0
cnc_train_03_229_0_0,"However , until the recent killings a period of relative calm appeared to have descended on the region .",0
cnc_train_03_231_0_0,The developments at the prestigious engineering institute also triggered politicking even as the state government assured that safety will be ensured for the students hailing from other states at the campus where CRPF has been deployed to instill a sense of security .,0
cnc_train_03_232_0_0,"A day after lathicharge by local police on the agitating non-local students at the campus , the Union HRD Ministry rushed a three-member team -- Sanjeev Sharma , Director ( Technical Education ) in the ministry , Deputy Director Finance Fazal Mehmood and Chairman of Board of Governors of NIT M JZarabi -- here this morning .",0
cnc_train_03_233_0_0,The students said the police had taken away national flag from them during a clash on Friday last and demanded that it be returned to them .,0
cnc_train_03_234_0_0,"The students , who had assembled in a hall inside the NIT campus , also demanded strict action against police personnel including Deputy Superintendent of Police who resorted to lathicharge on them yesterday .",0
cnc_train_03_235_0_0,"We also demand the DySP change his statement in which he has said that students hurled stones at police , "" said a student , who was speaking on behalf of the rest .",0
cnc_train_03_236_0_0,""" My officers are in touch with the agitating students and their family members .",0
cnc_train_03_238_0_0,""" I only want to say that CM of J & K has assured that no injustice will be done , "" Irani said , adding Mehbooba has assured her that an enquiry has been ordered into the clashes inside the the NIT campus .",0
cnc_train_03_239_0_0,"Home Minister Rajnath Singh , campaigning in West Bengal for assembly polls , said he had spoken to Mehbooba who gave an assurance that all students are safe and she would enquire how the incident happened and fix responsibility .",0
cnc_train_03_242_0_0,They waved placards with slogans such as `` Justice must be done '' and `` Stop killing our mothers '' .,0
cnc_train_03_244_0_0,It found that the police were not suitably equipped to quell public disorder during the protest and had failed to devise a plan to regulate and monitor the protest .,0
cnc_train_03_245_0_0,It also found that the police failed to authorise a suitably qualified and experienced member to represent them at consultations or negotiations during the protest .,0
cnc_train_03_247_0_0,"The issue was raised by Dalit activist Thol Thirumavalavan , the Lok Sabha MP who heads the Viduthalai Chiruthaigal Katchi of Tamil Nadu , where protests were staged over the row .",0
cnc_train_03_249_0_0,"Staging a protest at Bhajanpura , BJP Delhi unit chief Vijay Goel said Chief Minister Arvind Kejriwal has failed to check power tariff hikes .",0
cnc_train_03_250_0_0,"As the information was spread in the area , the public started gathering in front of the check-post demanding the arrest of the policeman .",1
cnc_train_03_251_0_0,"Referring to the Muzaffarnagar riots , he said the Akhilesh Yadav-led SP Government in the state had provided unprecedented relief measures to the riot victims , while the victims of the communal carnage in the other states had been left to fend for themselves .",0
cnc_train_03_252_0_0,"As for the SP Government ’ s failure to prevent the flare-up , Mulayam conceded that the preventive measures could have defused the situation .",0
cnc_train_03_253_0_0,"However , he pointed out that the orgy of violence had been brought under control within 48 hours .",0
cnc_train_03_254_0_0,"Moreover , he said the Akhilesh Government ought to be complimented for ensuring that the state had not witnessed anymore incidents of communal violence since the Muzaffarnagar carnage .",0
cnc_train_03_256_0_0,The dharna was organised by several Muslim women 's organisations at the behest of AIDWA and Bhartiya Muslim Mahila Andolan ( BMMA ) .,0
cnc_train_03_257_0_0,"like Delhi , Agra , Bijnor , Kanpur and Bhopal attended it .",0
cnc_train_03_258_0_0,There was also largescale displacement in Kandhamal district during and after the 2008 riots following the killing of Swami Lakshmanananda Saraswati .,1
cnc_train_03_259_0_0,"On Tuesday , National People 's Congress Chairman Zhang Dejiang said the central government firmly supported Leung and his government , the first such remark since this year 's July 1 rally .",0
cnc_train_03_261_0_0,"`` The SA Police Service had to clear the barricaded roads and had to force open the voting stations where the locks were changed by the communities in Bamboo Spruit , Jozana 's Nek , and Mngcunubeni in Sterkspruit , '' Mraji said in a statement .",0
cnc_train_03_262_0_0,"Voters were intimidated at the Kiba voting station , and there were protests in Engcobo , which police dispersed .",0
cnc_train_03_263_0_0,"Agitation to be intensified 02nd April 2011 12:35 AM ALUVA : The ongoing agitation against the closure of study centres in the name of reformist leaders in Sree Sankaracharya Sanskrit University in Kalady will be intensified , said the office-bearers of the Confederation of Sanathana Dharma Suhruth Vedi here on Friday .",0
cnc_train_03_265_0_0,"The Suhruth Vedi activists were on a war path demonstrating various forms of peaceful agitations in Kalady , Angamaly , Thiruvananthapuram , etc. However , the agitation will be intensified by forming action committees in Aluva , Perumbavoor , Chalakudy , Manjapra , Thuravoor and Malayattoor , said SNDP Aluva Union Secretary K N Divakaran .",0
cnc_train_03_267_0_0,"Not only were the 41 illegally taking part in the strike , as they were essential service workers , but they were also preventing fellow employees from working , by threatening and physically attacking them .",0
cnc_train_03_268_0_0,They were also preventing the public from entering the premises of health facilities .,0
cnc_train_03_270_0_0,"Most government and private establishments remained open in Vijayawada city , one of the nerve centres of the agitation against the bifurcation .",0
cnc_train_03_271_0_0,"But educational institutions , some of whom have declared holiday , remained closed entirely .",0
cnc_train_03_272_0_0,"TDP legislator Devineni Umamaheswara Rao , former MP Gadde Ramamohan and city unit president B Venkanna alongwith other protesters staged demonstration at the bus station , stalling district bus services for about two hours .",0
cnc_train_03_273_0_0,"Workers of TDP , YSRCP and pro-united Andhra Pradesh groups organised protests across the Seemandhra .",0
cnc_train_03_274_0_0,"YSR Congress Party , which initially had called for a day-long bandh , extended it today .",0
cnc_train_03_275_0_0,Police took into custody fifteen activists for blocking the traffic in Visakhapatnam .,1
cnc_train_03_276_0_0,TDP leaders blocked the roads at various places in the Krishna district .,0
