corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents
cnc,train_06_102,0,0,cnc_train_06_102_0_0,The arrests came after residents took to the streets and barricaded roads .,<ARG1>The arrests came</ARG1> after <ARG0>residents took to the streets and barricaded roads</ARG0> .,1,1,,1
cnc,train_06_103,0,0,cnc_train_06_103_0_0,Residents started protesting on Sunday afternoon about a water shortage in Mothutlung .,<ARG1>Residents started protesting on Sunday afternoon</ARG1> <SIG0>about</SIG0> <ARG0>a water shortage in Mothutlung</ARG0> .,1,1,,1
cnc,train_06_104,0,0,cnc_train_06_104_0_0,"On Monday , two people were killed , allegedly by police , during the protests .","On Monday , <ARG1>two people were killed</ARG1> , <ARG0><SIG0>allegedly by</SIG0> police , during the protests</ARG0> .",1,1,,1
cnc,train_06_116,0,0,cnc_train_06_116_0_0,They were on strike for about 65 days protesting the low wages .,<ARG1>They were on strike for about 65 days</ARG1> <ARG0><SIG0>protesting</SIG0> the low wages</ARG0> .,1,1,,1
cnc,train_06_120,0,0,cnc_train_06_120_0_0,Lack of medical services because of the strike left several patients in agony .,<ARG1>Lack of medical services</ARG1> <SIG0>because of</SIG0> <ARG0>the strike</ARG0> left several patients in agony .,1,1,,1
cnc,train_06_120,0,1,cnc_train_06_120_0_1,Lack of medical services because of the strike left several patients in agony .,<ARG0>Lack of medical services</ARG0> because of the strike <ARG1><SIG0>left</SIG0> several patients in agony</ARG1> .,1,1,,1
cnc,train_06_135,0,0,cnc_train_06_135_0_0,"Boycotting the classes and medical services , hundreds of junior doctors squatted at the hospital main building .","<ARG0><SIG0>Boycotting</SIG0> the classes and medical services</ARG0> , <ARG1>hundreds of junior doctors squatted at the hospital main building</ARG1> .",1,1,,1
cnc,train_06_160,0,0,cnc_train_06_160_0_0,Two constables allegedly committed suicide in Nizamabad district demanding statehood .,<ARG1>Two constables allegedly committed suicide in Nizamabad district</ARG1> <ARG0><SIG0>demanding</SIG0> statehood</ARG0> .,1,1,,1
cnc,train_06_168,0,0,cnc_train_06_168_0_0,"Thirty people were killed in the agitation , which also saw large scale damage to property .","<ARG1>Thirty people were killed</ARG1> in <ARG0>the agitation</ARG0> , which also saw large scale damage to property .",1,1,,1
cnc,train_06_168,0,1,cnc_train_06_168_0_1,"Thirty people were killed in the agitation , which also saw large scale damage to property .","Thirty people were killed in <ARG0>the agitation</ARG0> , <ARG1>which also saw large scale damage to property</ARG1> .",1,1,,1
cnc,train_06_170,0,0,cnc_train_06_170_0_0,"Participating in the protest YSRC city convenor P.G. Narasimha Radav , city general secretary S. Noorullah Quadri , State joint secretary B. Zaheer Ahmad Khan and State Minority Cell secretary M. Saleem Basha said that only stringent punishment such as death sentence could act as a deterrent against such ‘ heinous crime ’ .","Participating in the protest YSRC city convenor P.G. Narasimha Radav , city general secretary S. Noorullah Quadri , State joint secretary B. Zaheer Ahmad Khan and State Minority Cell secretary M. Saleem Basha said that <ARG0>only stringent punishment such as death sentence</ARG0> <ARG1><SIG0>could act as a deterrent</SIG0> against such ‘ heinous crime ’</ARG1> .",1,1,,1
cnc,train_06_216,0,0,cnc_train_06_216_0_0,Two men have been charged for their murders .,<ARG1>Two men have been charged</ARG1> <SIG0>for</SIG0> <ARG0>their murders</ARG0> .,1,1,,1
cnc,train_06_231,0,0,cnc_train_06_231_0_0,The DGP said steps have been taken to prevent the escalation of violence .,The DGP said <ARG1>steps have been taken</ARG1> <ARG0>to prevent the escalation of violence</ARG0> .,1,1,,1
cnc,train_06_235,0,0,cnc_train_06_235_0_0,PFI activists later took out a march in the city protesting against the police action .,<ARG1>PFI activists later took out a march in the city</ARG1> <ARG0><SIG0>protesting</SIG0> against the police action</ARG0> .,1,1,,1
cnc,train_06_248,0,0,cnc_train_06_248_0_0,"Partial in Singareni The Telangana NGOs State associate president , M. Sudhakar , who took part in the protest at the Collectorate , said the fears being expressed by employees and workers owed mainly to the moves of the government .","Partial in Singareni The Telangana NGOs State associate president , M. Sudhakar , who took part in the protest at the Collectorate , said <ARG1>the fears being expressed by employees and workers</ARG1> <SIG0>owed mainly to</SIG0> <ARG0>the moves of the government</ARG0> .",1,1,,1
cnc,train_06_249,0,0,cnc_train_06_249_0_0,The protesters raised slogans against the government .,<ARG1>The protesters raised slogans</ARG1> <ARG0>against the government</ARG0> .,1,1,,1
cnc,train_06_283,0,0,cnc_train_06_283_0_0,"As the violence spread , the curfew was later extended to eight more localities .","<SIG0>As</SIG0> <ARG0>the violence spread</ARG0> , <ARG1>the curfew was later extended to eight more localities</ARG1> .",1,1,,1
cnc,train_06_286,0,0,cnc_train_06_286_0_0,The Cheriyathura clash was the outcome of a petty scuffle between two sections .,<ARG1>The Cheriyathura clash</ARG1> <ARG0><SIG0>was the outcome of</SIG0> a petty scuffle between two sections</ARG0> .,1,1,,1
cnc,train_07_4,0,0,cnc_train_07_4_0_0,Stones were thrown and a number of people were left injured .,<ARG0>Stones were thrown</ARG0> and <ARG1>a number of people were left injured</ARG1> .,1,1,,1
cnc,train_07_11,0,0,cnc_train_07_11_0_0,Vehicles have also been used to commit attacks on civilians in Nice and Berlin .,<ARG1>Vehicles have also been used</ARG1> <ARG0><SIG0>to</SIG0> commit attacks on civilians in Nice and Berlin</ARG0> .,1,1,,1
cnc,train_07_15,0,0,cnc_train_07_15_0_0,Six protesters were injured in the firing .,<ARG1>Six protesters were injured</ARG1> in <ARG0>the firing</ARG0> .,1,1,,1
cnc,train_07_51,0,0,cnc_train_07_51_0_0,This resulted into a clash between the members of the two communities .,<ARG0>This</ARG0> <ARG1><SIG0>resulted into</SIG0> a clash between the members of the two communities</ARG1> .,1,1,,1
cnc,train_07_52,0,0,cnc_train_07_52_0_0,"On learning about the incident , the local police rushed to the spot .","<SIG0>On</SIG0> <ARG0>learning about the incident</ARG0> , <ARG1>the local police rushed to the spot</ARG1> .",1,1,,1
cnc,train_07_64,0,0,cnc_train_07_64_0_0,The four inmates who held her hostage were arrested .,<ARG0>The four inmates who held her hostage</ARG0> were <ARG1>arrested</ARG1> .,1,1,,1
cnc,train_07_85,0,0,cnc_train_07_85_0_0,"But as we work for the people , we obliged their request and released the men , ” said a Maoist leader who handed over the abducted to the tribal leaders .","But <SIG0>as</SIG0> <ARG0>we work for the people</ARG0> , <ARG1>we obliged their request and released the men</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .",1,1,,1
cnc,train_07_85,0,1,cnc_train_07_85_0_1,"But as we work for the people , we obliged their request and released the men , ” said a Maoist leader who handed over the abducted to the tribal leaders .","But as we work for the people , <ARG0>we obliged their request</ARG0> and <ARG1>released the men</ARG1> , ” said a Maoist leader who handed over the abducted to the tribal leaders .",1,1,,1
cnc,train_07_117,0,0,cnc_train_07_117_0_0,"It is not a time of celebration , there are no winners in this strike , '' Magara said .","<ARG1>It is not a time of celebration</ARG1> , <ARG0>there are no winners in this strike</ARG0> , '' Magara said .",1,1,,1
cnc,train_07_124,0,0,cnc_train_07_124_0_0,This was to thwart economic well-being of the population .,<ARG1>This</ARG1> was <ARG0><SIG0>to</SIG0> thwart economic well-being of the population</ARG0> .,1,1,,1
cnc,train_07_125,0,0,cnc_train_07_125_0_0,They blocked access to the villages by cutting down trees .,<ARG1>They blocked access to the villages</ARG1> <SIG0>by</SIG0> <ARG0>cutting down trees</ARG0> .,1,1,,1
cnc,train_07_130,0,0,cnc_train_07_130_0_0,"He said some 200 protesters became violent , and traffic had to be diverted .","He said <ARG0>some 200 protesters became violent</ARG0> , and <ARG1>traffic had to be diverted</ARG1> .",1,1,,1
cnc,train_07_131,0,0,cnc_train_07_131_0_0,The roads were first closed at 4:45am after protesters blockaded them with burning tyres .,<ARG1>The roads were first closed at 4:45am</ARG1> after <ARG0>protesters blockaded them with burning tyres .</ARG0>,1,1,,1
cnc,train_07_143,0,0,cnc_train_07_143_0_0,They said they would continue with the action until a concrete plan was in place .,They said <ARG1>they would continue with the action</ARG1> <SIG0>until</SIG0> <ARG0>a concrete plan was in place</ARG0> .,1,1,,1
cnc,train_07_156,0,0,cnc_train_07_156_0_0,The attacks resulted in over 250 deaths and injuries to more than 700 people .,<ARG0>The attacks</ARG0> <ARG1><SIG0>resulted in</SIG0> over 250 deaths and injuries to more than 700 people</ARG1> .,1,1,,1
cnc,train_07_168,0,0,cnc_train_07_168_0_0,Following our march the WCED gave us a letter saying the following would happen :,<SIG0>Following</SIG0> <ARG0>our march</ARG0> <ARG1>the WCED gave us a letter saying the following would happen</ARG1> :,1,1,,1
cnc,train_07_186,0,0,cnc_train_07_186_0_0,"In all , 58 persons were arrested for indulging in violence .","In all , <ARG1>58 persons were arrested</ARG1> <SIG0>for</SIG0> <ARG0>indulging in violence</ARG0> .",1,1,,1
cnc,train_07_221,0,0,cnc_train_07_221_0_0,The LMC workers later protested by dumping garbage on the Hardoi road and blocking traffic .,<ARG0>The LMC workers later protested</ARG0> <SIG0>by</SIG0> <ARG1>dumping garbage on the Hardoi road and blocking traffic</ARG1> .,1,1,,1
cnc,train_07_239,0,0,cnc_train_07_239_0_0,"But Nithin would continue his hunger strike by not eating anything , he added .","But <ARG1>Nithin would continue his hunger strike</ARG1> <SIG0>by</SIG0> <ARG0>not eating anything</ARG0> , he added .",1,1,,1
cnc,train_07_240,0,0,cnc_train_07_240_0_0,The fifth year students of Integrated Pharmaceutical Chemistry ( IPC ) have been protesting since 13 days demanding division of IPC from Chemistry department .,<ARG1>The fifth year students of Integrated Pharmaceutical Chemistry ( IPC ) have been protesting since 13 days</ARG1> <ARG0><SIG0>demanding</SIG0> division of IPC from Chemistry department</ARG0> .,1,1,,1
cnc,train_07_259,0,0,cnc_train_07_259_0_0,Other explosions cut railway lines between the sprawling township and Johannesburg .,<ARG0>Other explosions</ARG0> <ARG1>cut railway lines between the sprawling township and Johannesburg</ARG1> .,1,1,,1
cnc,train_07_265,0,0,cnc_train_07_265_0_0,The members will not keep quiet if the protest was withdrawn without any assurance .,<ARG1>The members will not keep quiet</ARG1> <SIG0>if</SIG0> <ARG0>the protest was withdrawn without any assurance</ARG0> .,1,1,,1
cnc,train_07_286,0,0,cnc_train_07_286_0_0,These aspirations were behind the series of demonstrations and rallies held last Sunday .,<ARG0>These aspirations</ARG0> <ARG1><SIG0>were behind</SIG0> the series of demonstrations and rallies held last Sunday</ARG1> .,1,1,,1
cnc,train_07_323,0,0,cnc_train_07_323_0_0,This strike is causing huge disruptions and all because of a one percent wage increase .,<ARG1>This strike</ARG1> is causing huge disruptions and <SIG0>all because of</SIG0> <ARG0>a one percent wage increase</ARG0> .,1,1,,1
cnc,train_07_323,0,1,cnc_train_07_323_0_1,This strike is causing huge disruptions and all because of a one percent wage increase .,<ARG0>This strike</ARG0> <ARG1><SIG0>is causing</SIG0> huge disruptions</ARG1> and all because of a one percent wage increase .,1,1,,1
cnc,train_08_36,0,0,cnc_train_08_36_0_0,"In the melee , Ms. Rajakumari lost her consciousness .","In <ARG0>the melee</ARG0> , <ARG1>Ms. Rajakumari lost her consciousness</ARG1> .",1,1,,1
cnc,train_08_122,0,0,cnc_train_08_122_0_0,Protestors had made the road completely impassable by adding more stones .,<ARG1>Protestors had made the road completely impassable</ARG1> <SIG0>by</SIG0> <ARG0>adding more stones</ARG0> .,1,1,,1
cnc,train_08_128,0,0,cnc_train_08_128_0_0,"However , trade unions refused to accept it and continued their strike .","However , <ARG0>trade unions refused to accept it</ARG0> and <ARG1>continued their strike</ARG1> .",1,1,,1
cnc,train_08_133,0,0,cnc_train_08_133_0_0,This false propaganda is being carried out against the agitation in Singur .,<ARG1>This false propaganda is being carried out</ARG1> <ARG0>against the agitation in Singur</ARG0> .,1,1,,1
cnc,train_08_180,0,0,cnc_train_08_180_0_0,The lawyers are on a strike since Thursday after the incident .,<ARG1>The lawyers are on a strike since Thursday</ARG1> after <ARG0>the incident</ARG0> .,1,1,,1
cnc,train_08_182,0,0,cnc_train_08_182_0_0,"We will continue to boycott the work in all courts till the District Magistrate looks into our demands , ” Samal said .","<ARG1>We will continue to boycott the work in all courts</ARG1> <SIG0>till</SIG0> <ARG0>the District Magistrate looks into our demands</ARG0> , ” Samal said .",1,1,,1
cnc,train_08_211,0,0,cnc_train_08_211_0_0,`` We suspect that he pulled the trigger that killed Chika '' .,`` We suspect that <ARG0>he pulled the trigger</ARG0> <SIG0>that</SIG0> <ARG1>killed Chika</ARG1> '' .,1,1,,1
cnc,train_08_235,0,0,cnc_train_08_235_0_0,"“ I think independent film producers have the responsibility to document what mainstream media failed to report on. ” But on the eve of the protests ’ second anniversary , Chan claims all of Hong Kong ’ s major cinemas are refusing to show his film , the result , he suspects , of creeping self-censorship as businesses shy away from offending Beijing .","“ I think independent film producers have the responsibility to document what mainstream media failed to report on. ” But on the eve of the protests ’ second anniversary , Chan claims <ARG1>all of Hong Kong ’ s major cinemas are refusing to show his film</ARG1> , <SIG0>the result , he suspects , of</SIG0> <ARG0>creeping self-censorship</ARG0> as businesses shy away from offending Beijing .",1,1,,1
cnc,train_08_235,0,1,cnc_train_08_235_0_1,"“ I think independent film producers have the responsibility to document what mainstream media failed to report on. ” But on the eve of the protests ’ second anniversary , Chan claims all of Hong Kong ’ s major cinemas are refusing to show his film , the result , he suspects , of creeping self-censorship as businesses shy away from offending Beijing .","“ I think independent film producers have the responsibility to document what mainstream media failed to report on. ” But on the eve of the protests ’ second anniversary , Chan claims all of Hong Kong ’ s major cinemas are refusing to show his film , the result , he suspects , of <ARG1>creeping self-censorship</ARG1> <SIG0>as</SIG0> <ARG0>businesses shy away from offending Beijing</ARG0> .",1,1,,1
cnc,train_08_243,0,0,cnc_train_08_243_0_0,"Will the unprecedented protests embolden them to fight for their beliefs in future , or convince them that resistance to Beijing ’ s will is futile ?","Will <ARG0>the unprecedented protests</ARG0> <ARG1><SIG1>embolden</SIG1> them to fight for their beliefs in future , or <SIG0>convince</SIG0> them that resistance to Beijing ’ s will is futile</ARG1> ?",1,1,,1
cnc,train_08_243,0,1,cnc_train_08_243_0_1,"Will the unprecedented protests embolden them to fight for their beliefs in future , or convince them that resistance to Beijing ’ s will is futile ?","Will the unprecedented protests <ARG1>embolden them to fight</ARG1> <SIG0>for</SIG0> <ARG0>their beliefs in future</ARG0> , or convince them that resistance to Beijing ’ s will is futile ?",1,1,,1
cnc,train_08_254,0,0,cnc_train_08_254_0_0,"In case the government does not change its stand , we will further intensify our stir .","<SIG0>In case</SIG0> <ARG0>the government does not change its stand</ARG0> , <ARG1>we will further intensify our stir</ARG1> .",1,1,,1
cnc,train_08_270,0,0,cnc_train_08_270_0_0,"However , Nitish Kumar termed the shutdown opposed to development .","However , Nitish Kumar termed <ARG1>the shutdown</ARG1> <ARG0><SIG0>opposed to</SIG0> development</ARG0> .",1,1,,1
cnc,train_08_278,0,0,cnc_train_08_278_0_0,"If it does not act , the protests will continue .","<SIG0>If</SIG0> <ARG0>it does not act</ARG0> , <ARG1>the protests will continue</ARG1> .",1,1,,1
cnc,train_08_304,0,0,cnc_train_08_304_0_0,He has been on indefinite hunger strike since August 25 in support of united Andhra Pradesh .,<ARG1>He has been on indefinite hunger strike since August 25</ARG1> <ARG0><SIG0>in support of</SIG0> united Andhra Pradesh</ARG0> .,1,1,,1
cnc,train_09_B_1,0,0,cnc_train_09_B_1_0_0,Night halt services to remote villages were suspended following the bandh call .,<ARG1>Night halt services to remote villages were suspended</ARG1> <SIG0>following</SIG0> <ARG0>the bandh call</ARG0> .,1,1,,1
cnc,train_09_A_10,0,0,cnc_train_09_A_10_0_0,Khan 's boycott will be largely symbolic because he is seen as a ceremonial head .,<ARG1>Khan 's boycott will be largely symbolic</ARG1> <SIG0>because</SIG0> <ARG0>he is seen as a ceremonial head</ARG0> .,1,1,,1
cnc,train_09_B_10,0,0,cnc_train_09_B_10_0_0,The incident sent shock waves among devotees and archakas who were witness to the attack .,<ARG1>The incident sent shock waves among devotees and archakas</ARG1> <ARG0>who were witness to the attack</ARG0> .,1,1,,1
cnc,train_09_A_20,0,0,cnc_train_09_A_20_0_0,Her driver drove the SUV and hit him causing injuries to his hands and legs .,<ARG0>Her driver drove the SUV and hit him</ARG0> <ARG1><SIG0>causing</SIG0> injuries to his hands and legs</ARG1> .,1,1,,1
cnc,train_09_B_20,0,0,cnc_train_09_B_20_0_0,Had the administration wanted it could have averted the incident .,<SIG0>Had</SIG0> <ARG0>the administration wanted</ARG0> <ARG1>it could have averted the incident</ARG1> .,1,1,,1
cnc,train_09_B_24,0,0,cnc_train_09_B_24_0_0,"However , local villagers resisted the searches , saying there were no militants hiding there .","However , <ARG1>local villagers resisted the searches</ARG1> , <ARG0>saying there were no militants hiding there</ARG0> .",1,1,,1
cnc,train_09_A_40,0,0,cnc_train_09_A_40_0_0,India stalled cricketing ties in the aftermath of 2008 Mumbai terrorist attack .,<ARG1>India stalled cricketing ties</ARG1> in the aftermath of <ARG0>2008 Mumbai terrorist attack</ARG0> .,1,1,,1
cnc,train_09_B_87,0,0,cnc_train_09_B_87_0_0,A bodyguard of Javed was killed in that attack .,<ARG1>A bodyguard of Javed was killed</ARG1> in <ARG0>that attack</ARG0> .,1,1,,1
cnc,train_09_B_92,0,0,cnc_train_09_B_92_0_0,"Mr. Chandy was not condemning violence by RSS workers to get RSS support , he added .","<ARG1>Mr. Chandy was not condemning violence by RSS workers</ARG1> <ARG0><SIG0>to</SIG0> get RSS support</ARG0> , he added .",1,1,,1
cnc,train_09_A_99,0,0,cnc_train_09_A_99_0_0,Police arrested two women for allegedly looting the business that was set alight .,<ARG1>Police arrested two women</ARG1> <SIG0>for</SIG0> <ARG0>allegedly looting the business that was set alight</ARG0> .,1,1,,1
cnc,train_09_A_100,0,0,cnc_train_09_A_100_0_0,Another person was arrested for setting fire to the councillor 's house .,<ARG1>Another person was arrested</ARG1> <SIG0>for</SIG0> <ARG0>setting fire to the councillor 's house</ARG0> .,1,1,,1
cnc,train_09_B_108,0,0,cnc_train_09_B_108_0_0,"Three terrorists have been killed in this gunfight , which is still going on .","<ARG1>Three terrorists have been killed</ARG1> in <ARG0>this gunfight</ARG0> , which is still going on .",1,1,,1
cnc,train_09_B_111,0,0,cnc_train_09_B_111_0_0,"In the gunfight that ensued , three guerrillas have been killed , the atrmy spokesman said .","In <ARG0>the gunfight that ensued</ARG0> , <ARG1>three guerrillas have been killed</ARG1> , the atrmy spokesman said .",1,1,,1
cnc,train_09_B_121,0,0,cnc_train_09_B_121_0_0,"DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole to activate the National Joint Operations and Intelligence Structure ( Natjoints ) to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .","DA MP Andrew Whitfield said <ARG1>he would ask police commissioner General Khehla Sitole</ARG1> <ARG0><SIG0>to</SIG0> activate the National Joint Operations and Intelligence Structure ( Natjoints )</ARG0> to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .",1,1,,1
cnc,train_09_B_121,0,1,cnc_train_09_B_121_0_1,"DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole to activate the National Joint Operations and Intelligence Structure ( Natjoints ) to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .","DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole <ARG1>to activate the National Joint Operations and Intelligence Structure ( Natjoints )</ARG1> <ARG0><SIG0>to</SIG0> intervene</ARG0> to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .",1,1,,1
cnc,train_09_B_121,0,2,cnc_train_09_B_121_0_2,"DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole to activate the National Joint Operations and Intelligence Structure ( Natjoints ) to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .","DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole to activate the National Joint Operations and Intelligence Structure ( Natjoints ) <ARG1>to intervene</ARG1> <ARG0><SIG0>to</SIG0> curb violence , protect infrastructure and prevent further damage to the economy</ARG0> arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .",1,1,,1
cnc,train_09_B_121,0,3,cnc_train_09_B_121_0_3,"DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole to activate the National Joint Operations and Intelligence Structure ( Natjoints ) to intervene to curb violence , protect infrastructure and prevent further damage to the economy arising out of events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest .","DA MP Andrew Whitfield said he would ask police commissioner General Khehla Sitole to activate the National Joint Operations and Intelligence Structure ( Natjoints ) to intervene to curb violence , protect infrastructure and prevent further <ARG1>damage to the economy</ARG1> <SIG0>arising out of</SIG0> <ARG0>events such as looting , attacks on foreign nationals and the torching of trucks in an ongoing labour protest</ARG0> .",1,1,,1
cnc,train_09_B_125,0,0,cnc_train_09_B_125_0_0,People block road traffic on NH 210 : One person was injured when a group of DMK men allegedly attacked him and some others at Sholandur near R.S. Mangalam on Monday .,People block road traffic on NH 210 : <ARG1>One person was injured</ARG1> when <ARG0>a group of DMK men allegedly attacked him and some others at Sholandur near R.S. Mangalam on Monday</ARG0> .,1,1,,1
cnc,train_09_A_129,0,0,cnc_train_09_A_129_0_0,"On July 28 , an argument between two shopkeepers had led to a communal flare-up .","On July 28 , <ARG0>an argument between two shopkeepers</ARG0> <ARG1><SIG0>had led to</SIG0> a communal flare-up</ARG1> .",1,1,,1
cnc,train_09_A_130,0,0,cnc_train_09_A_130_0_0,"As the Muslims and tribals clashed , eight people were injured in police firing .","As the Muslims and tribals clashed , <ARG1>eight people were injured</ARG1> in <ARG0>police firing</ARG0> .",1,1,,1
cnc,train_09_A_130,0,1,cnc_train_09_A_130_0_1,"As the Muslims and tribals clashed , eight people were injured in police firing .","<SIG0>As</SIG0> <ARG0>the Muslims and tribals clashed</ARG0> , eight people were injured in <ARG1>police firing</ARG1> .",1,1,,1
cnc,train_09_B_134,0,0,cnc_train_09_B_134_0_0,"Of the five flat occupants , Atif Ameen and Mohd Sajid were killed during the encounter .","Of the five flat occupants , <ARG1>Atif Ameen and Mohd Sajid were killed</ARG1> during <ARG0>the encounter</ARG0> .",1,1,,1
cnc,train_09_B_150,0,0,cnc_train_09_B_150_0_0,He dismissed as unfounded earlier reports that a student was killed during the melee .,He dismissed as unfounded earlier reports that <ARG1>a student was killed</ARG1> during <ARG0>the melee</ARG0> .,1,1,,1
