index,text,label
446,"The Justice Department , which supported the statute , did not cover itself with glory either .",0
447,"The department retreated from its position in the VMI case when it argued that the government could not make policy based on stereotypes "" even when those stereotypes reflect current realities . """,0
448,Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before .,1
449,"Former savings and loan chief , Charles Keating , is facing more legal troubles in California .",0
450,A federal appeals court has reinstated his state convictions for securities fraud .,0
451,NPR 's Elaine Corey has more from San Francisco .,0
452,In nineteen ninety-one Charles Keating was convicted in state court of helping to defraud thousands of investors who bought high risk junk bonds sold by Keating 's employees at Lincoln savings and loan .,0
453,The bonds became worthless when the bankrupt thrift was seized by government regulators .,0
454,Keating 's convictions were thrown out in nineteen ninety-six on a technicality .,0
455,And on that basis Keating was released from prison before he was eligible for parole .,0
456,Officials in California are warning residents that oncoming rains will cause dangerous and unpredictable landslides .,1
457,Forecasters say the picture will get worse because more rains are on the way .,1
458,Experts say the ground is so saturated it can not absorb any more water .,0
459,So that means soil will fall off in chunks and destroy anything in its path .,0
460,"In Los Angeles that lesson was brought home today when tons of earth cascaded down a hillside , ripping two houses from their foundations .",0
461,"No one was hurt , but firefighters ordered the evacuation of nearby homes and said they 'll monitor the shifting ground .",0
462,"In the northern California town of Rio Nido , officials say a football field sized slab of hillside could still break loose at any time and destroy an entire neighborhood .",0
463,"And in San Francisco , a mansion overlooking the Pacific Ocean and the Golden Gate Bridge is slipping toward the sea .",0
464,"One of President Bush 's sons has informed White House Chief of Staff John Sununu that he has lost much of his support among Republicans , prompting an intense effort by Sununu to hold on to his job by demonstrating his GOP backing , White House and Republican sources said Monday .",1
465,"The source said the younger Bush "" sketched out for Sununu "" problems the president is encountering because of the chief of staff 's tenure .",1
466,"The message to the chief of staff was meant to be taken as a suggestion that Sununu offer to resign , one highly placed source said .",0
467,"Instead , Sununu sought to prove to the president that his supporters outnumber his critics and that he should remain in his post .",0
468,"One senior official Monday described the White House as "" a collection of small groups of aides holding their breaths , "" waiting to see whether Sununu survives .",0
469,"One GOP source , reporting on a call from the chief of staff to a Republican leader , said Sununu lamented that "" the noose is tightening around my neck , and I need your help . """,0
470,;,0
471,Another highly placed source said the president 's son met with Sununu last week after holding a series of conversations about the structure of the White House staff and of the campaign with other Bush loyalists and GOP activists .,0
472,"That , the source said , was when Sununu started calling congressional Republicans and asking them to tell Bush that the conservative wing of the party , in particular , would object if he were fired .",0
473,Officials said the president himself met with Sununu Sunday .,0
474,Mr. Potach says the growth is surprising since membership in hate groups usually declines during periods of economic prosperity .,1
475,"Mr. Potach notes older , more traditional groups like the Ku Klux Klan are also opening new chapters , thanks in part to their ability to use new technologies like the Internet .",1
476,Law enforcement authorities say such reports are likely to increase as police departments are now beginning to more accurately report hate crimes than they have in the past .,1
477,"While the expansion of the Internet has been a blessing for researchers , students and the just plain curious , the new opportunities mentioned by Mr. Gates are also being used by some rather unsavory characters .",0
478,A new report says there has been a dramatic rise in the growth of hate groups in the United States over the past year .,0
479,And many of them are using the Internet to spread their messages of racial superiority .,0
480,VOA 's Jim Teple has details from our southeast news bureau .,0
481,"The Southern Poverty Law Center , a civil rights monitoring group based in Montgomery , Alabama , has long monitored such groups as the Ku Klux Klan .",0
482,More recently it has followed the growth of the militia movement and church groups that preach a message of white supremacy and anti-semitism .,0
483,"The new study written by Mark Potach , who edits the Southern Poverty Law Center 's Intelligence Report , warns that such groups grew rapidly last year , mostly by recruiting younger members .",0
484,Mark Potach says over four hundred hate groups have been identified and many are becoming increasingly successful at recruiting younger members through the use of Internet web pages and the promotion of racist rock music .,0
485,"The Internet has certainly helped uh hate mongers to organize and uh to feel that they are part of a larger community , even if uh they are essentially uh , you know , angry people sitting in their bedrooms uh all alone .",0
486,"Uh , in addition , white power racist music has become uh quite popular in certain sectors .",0
487,"Uh , there are over fifty thousand CDs a year sold with uh lyrics that are quite uh unbelievable .",0
488,Many of these new members are joining chapters of the so called Christian Identity Movement which cites Biblical scripture as a foundation for a belief in white supremacy and anti-semitism .,0
489,Mark Potach says such members are also intensely attracted to apocalyptical fantasies .,0
490,The approach of the year two thousand has many of these groups in a kind of millennial frenzy .,0
491,"Uh , uh a - they believe , or at least many of them believe , uh that they are approaching the Battle of Armageddon in which they will be pitted against the uh kind of Satanic forces trying to take over the world .",0
492,UNOS spokeswoman Donna Henry Wright says the new policy would not necessarily be more fair or effective because allowances are already made for the most needy patients .,1
493,UNOS spokeswoman Donna Henry Wright says the new policy would not necessarily be more fair or effective because allowances are already made for the most needy patients .,1
494,um So it 's a - it 's a fallacy that they 're doing this because um the sickest patients are n't being served .,1
495,The US government recently announced new regulations designed to change the way transplant organs are made available to sick patients .,0
496,"Under the new guidelines , donor organs will be made available to the sickest people first , wherever they live in the country .",0
497,"Currently , transplant organs are rationed through a regional system of distribution .",0
498,"The private group that runs the current system , United Network for Organ Sharing , or UNOS , objects to the new regulations .",0
499,UNOS says the regulations put the federal government in charge of deciding who gets transplants and that many hospital transplant centers would be forced to close .,0
500,"Health and Human Services Secretary Do - Donna Shalala says patients who need an organ transplant should not have to take a chance that an organ will become available in their local area , nor should patients have to travel to transplant centers far from their homes to improve their chances of getting an organ .",0
501,There are not huge waiting uh disparit - waiting time disparities amongst the very uh sickest patients .,0
502,It 's between two to six days for every one uh of the sickest patients across the country .,0
503,"You may , in a year or two , save a few more lives if you do sickest first .",0
504,"But the number of patients waiting then begins to increase , um and , in fact , um over the years many more patients who are about to die of liver tra - uh without a liver transplant would accumulate .",0
505,"If you do the uh alternative extreme , you do n't save as many lives in the early years , by a small fraction .",0
506,"Our system is balanced , it 's right in the middle .",0
507,"And , therefore , it works very well .",0
508,"Nationwide , there are about ten thousand patients waiting for liver transplants each year and only four thousand organs become available for transplants .",0
509,"Secretary Shalala says UNOS five months ago , or gave them five months to develop a new plan to distribute livers which are in the shortest supply .",0
510,"Secretary of State James Baker , speaking on ABC News ' "" This Week , "" said the Kuwaiti request gives the U.S. and other countries "" a legal basis for stopping the export of oil and that sort of thing . """,1
511,"The U.S. maintains that under the U.N. charter , the Kuwaiti request triggers steps for the collective enforcement of international sanctions .",1
512,"The U.S. maintains that under the U.N. charter , the Kuwaiti request triggers steps for the collective enforcement of international sanctions .",1
513,"In a statement , the White House said it would do "" whatever is necessary "" to ensure compliance with the sanctions .",1
514,"Speaking on the ABC program , Abdul Amir al-Anbari , Iraq 's ambassador to the U.N., asserted that an embargo on Iraq could plunge the U.S. into a "" depression "" and the rest of the world into an economic "" crisis . """,1
515,"Speaking on the ABC program , Abdul Amir al-Anbari , Iraq 's ambassador to the U.N., asserted that an embargo on Iraq could plunge the U.S. into a "" depression "" and the rest of the world into an economic "" crisis . """,1
516,"Iraq clearly is trying to woo back more Arab support in case the conflict drags on , hoping that its neighbors eventually will help it survive a prolonged war of economic attrition with the West . So Saddam Hussein on Friday tried to scare other Arab leaders into supporting him by calling on Arabs to rise up in a holy war against leaders who invited American and other Western soldiers into Saudi Arabia to protect the oil-rich kingdom .",1
517,"Then yesterday , he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel 's occupation of the West Bank .",1
518,"American strategists are calculating , though , that the trade sanctions -- enforced by an effective though perhaps undeclared naval blockade -- will hold tightly enough to convince Iraq that it will lose in the long run by simply standing pat .",1
519,"But that option is growing less and less likely as thousands of American , British , Egyptian , Syrian and Moroccan forces assemble in and around Saudi Arabia to protect the kingdom .",1
520,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq 's dangerous army to take control of Jordan 's long border with Israel .,1
521,There are disagreements among experts about how much pressure will be needed to make Saddam Hussein decide he 's up against the wall and whether simple economic pressure will ever be enough .,1
522,""" That shows he 's nervous about pinpointing his location , either because he 's afraid we 'll find him , or that internal enemies will , "" says one U.S. official .",1
523,The unpredictability of Iraq 's leader is a principal reason the U.S. is going to such great lengths to build a mammoth force in and around Saudi Arabia .,1
524,And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary .,1
525,"Iraq 's Saddam Hussein , his options for ending the Persian Gulf crisis growing increasingly unpleasant , assumed the role of embattled Arab hero in offering his first rough proposal for a negotiated end to the confrontation .",0
526,"The Iraqi leader , in an "" initiative "" designed as much to rally Arab public opinion as to launch meaningful negotiations , announced yesterday that he will withdraw his troops from Kuwait only if Israel withdraws from the West Bank and Syria from Lebanon .",0
527,"He apparently hopes to lure support from Arabs who have spurned him so far by suggesting that Iraq will use its occupation of Kuwait as a lever to solve the Arab world 's most frustrating problem , the 23-year Israeli occupation of land claimed by Palestinians .",0
528,"Even as Saddam Hussein was searching for a ploy to ease his isolation , though , the international pressure against him clicked up another notch .",0
529,"The White House yesterday disclosed that Kuwait 's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq , allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods .",0
530,President Bush implied as much yesterday when reporters asked whether the interdiction would apply to food .,0
531,"The president responded , "" Everything , everything . """,0
532,"While shying away from actually using the word "" blockade , "" Mr. Bush acknowledged that the U.S. and others were trying to block shipping to Iraq .",0
533,""" No point getting into all these semantics , "" he said .",0
534,""" The main thing is to stop the oil from coming out of there . """,0
535,The naval interdiction force is part of an overall American strategy that officials say is designed to leave the Iraqi leader with only the stark choice of backing out of Kuwait or launching new attacks to change his situation .,0
536,"Though they insist they are n't trying to lure Saddam Hussein into an attack , officials hope that if he strikes again , the U.S. and its allies will have such an impressive force in place in Saudi Arabia that they will be able to crush him in retaliation .",0
537,"Iraq 's first option , of course , may be simply to sit tight and hope it can endure a trade embargo longer than the West can live without Iraqi and Kuwaiti oil .",0
538,"The Bush administration immediately said it "" categorically "" rejects the proposals .",0
539,"And President Bush yesterday , asked whether he was at least glad Iraq is discussing negotiations , replied : "" I do n't see anything to be pleasing in there at all . """,0
540,"In that event , Saddam Hussein appears to have three choices .",0
541,"The first would be to launch the much-feared direct invasion of Saudi Arabia , hoping to seize some Saudi oil fields and improve his bargaining position .",0
542,"The Saudi "" window of vulnerability ... is closing very fast , "" Prince Bandar bin Sultan , the Saudi ambassador to Washington , said over the weekend .",0
543,"The second possibility would be to start a fight with Israel , in hopes that all Arabs would have to move behind Iraq in a fight against their common Israeli enemy .",0
544,"In such an event , Saddam Hussein also might calculate , the Saudis would be under pressure to kick out U.S. troops because of America 's close ties with Israel .",0
545,Iraq could start hostilities with Israel either through a direct attack or by attacking Jordan .,0
546,"Two Middle East terrorists with records of successful attacks against Western targets , Abu Nidal and Abu Abbas , have ties to Baghdad .",0
547,And even terrorist groups that opposed Iraq in its war with Iran show signs of swinging behind Saddam Hussein now that he is in a confrontation with the U.S. And Iraq still has thousands of Americans and other Westerners under its control in Iraq and Kuwait .,0
548,They are n't being allowed to leave and could become hostages .,0
549,"If Iraq chooses a simple war of nerves and economic attrition , the Bush administration knows a long stalemate could try the patience of the American public and the West in general , and could open the possibility that moderate Arabs -- even including Saudi Arabia -- might drop out of the effort against Iraq and accept some deal from Saddam Hussein .",0
550,"But U.S. officials have sized up Saddam Hussein as a man who , despite some recklessness , will back down if he must .",0
551,""" This is a guy who is impulsive , and therefore capable of big miscalculations , "" says one senior administration official involved in managing the crisis .",0
552,"The official adds , though , that "" at the same time , we think he is someone who is capable of rational judgments when it comes to power .",0
553,"And when he finds something is unprofitable , then one can see certain accommodations . """,0
554,"Thus , administration aides will be trying to calculate whether Saddam Hussein 's proposed diplomatic formula for getting out of Kuwait represents the first sign he is searching for a way out or simply is a public relations stunt .",0
555,U.S. officials claim they already see signs Saddam Hussein is getting nervous .,0
556,"In the first days after President Bush announced the dispatching of U.S. troops , they note , the Iraqi leader made several nationwide addresses indirectly -- having them read by a television announcer .",0
557,"But the administration is n't putting any upper limit on how high the force could go after that , calculating that it would be a mistake to underestimate and an advantage to keep Saddam Hussein guessing .",0
558,"U.S. commanders in charge of planning for Middle East crises have indicated in the past that they were capable of deploying as many as 300,000 troops .",0
559,Three other carriers and their escort vessels already are stationed within striking distance of Iraq or are steaming toward the area .,0
560,"But unless the military situation changes drastically , military officials say , the most likely plan will be for the Kennedy to eventually replace the carrier Dwight D. Eisenhower , which has been on patrol since March and was scheduled to return to port before hostilities erupted in Kuwait .",0
561,But even continued military success carries political and diplomatic risks for President Bush and the U.S.,1
562,The allied rejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiative from an Iraq seemingly bent on dictating peace terms .,1
563,"Nevertheless , American officials over the weekend became more open in declaring that by destroying Saddam Hussein 's military machine they hope to destroy his regime -- a goal likely to be supported by most Americans .",1
564,"Secretary of State James Baker said on ABC - TV 's "" This Week With David Brinkley "" that the series of United Nations resolutions condemning Iraq 's invasion of Kuwait "" imply that the restoration of peace and stability in the Gulf would be a heck of a lot easier if he and that leadership were not in power in Iraq . """,1
565,Iraq still has the potential to cause significant problems by using forces and weapons that do n't yet seem fully engaged .,1
566,"Despite these early successes , the mere fact that a ground campaign has begun almost guarantees that the Bush administration will face fresh problems growing out of the military situation .",1
567,The Bush administration considers the sanctions essential to keeping Saddam Hussein under control should he survive the war .,1
568,"Mr. Bush forestalled further diplomatic maneuvering by issuing an ultimatum on behalf of the allies demanding that Iraq withdraw within a week , starting at noon Saturday .",1
569,"After cabling world leaders about his intention to give Saddam Hussein a final deadline to exit Kuwait , he offered him a week to withdraw fully , instead of the four days he originally considered , because of objections from some European partners that four days seemed punitive and unrealistic .",1
570,"Meanwhile , the U.S. hopes , economic sanctions and an international arms embargo will remain in effect until Iraq pays war reparations to Kuwait to cover war damages . That would undermine any chances of rebuilding either Iraq or its armed forces in short order as long as Saddam Hussein remains in power .",1
571,"If that 's true , the narrowing of his support would make it easier for someone to push him aside from within .",1
572,"Yet , paradoxically , the perception that the U.S. wants to destroy Iraq may increase Saddam Hussein 's support within the Iraqi military .",1
573,""" So far , the offensive is progressing with dramatic success , "" said a buoyant Gen. Norman Schwarzkopf , commander of U.S. forces .",0
574,"Similarly , while cautioning about the uncertainty of early battle reports , White House spokesman Marlin Fitzwater said late yesterday that "" the operation has been very successful . """,0
575,"Amid reports that thousands of Iraqi soldiers had surrendered , administration aides were also upbeat in private , with one even talking of victory within a week .",0
576,""" Why have a war ? """,0
577,"asked Abdul Latif Shekar , a customs officer in Egypt , a country participating in the attack on Iraqi troops .",0
578,""" I think the Gorbachev plan was a good one .",0
579,"Iraq was ready to withdraw . """,0
580,"Now , he says , "" it looks like the West just wants to destroy Iraq . """,0
581,"Despite the early indications of success , the allied forces could still suffer greater casualties and become bogged down militarily , especially when they encounter the tough Republican Guard , which is entrenched along the Iraq - Kuwait border .",0
582,"If so , and if it appears that the American goal actually is to destroy the Iraqi regime even at the cost of badly hurting Iraqi society , "" the lingering cost of that could be high , "" worries former national security adviser Zbigniew Brzezinski .",0
583,"But , he notes , "" If everything crumbles totally , that wo n't be such a problem . """,0
584,"American officials staunchly disavow any interest in driving through Iraq toward Baghdad , either in pursuit of Saddam Hussein himself or to set up some American-controlled government inside Iraq .",0
585,"The Americans say their battle plans call for operating against forces inside Iraq as far north as the city of Basra , about 30 miles north of Kuwait , but say there is n't any plan to drive beyond that .",0
586,"Indeed , French President Francois Mitterrand said yesterday that some allied forces are crossing Iraqi territory as part of a "" pincer "" movement to trap the soldiers occupying Kuwait , but insisted , "" The purpose is n't to invade Iraqi territory , that 's not the aim , that is n't the mandate . """,0
587,"He went on to add that "" in so doing you not only return a nation to its people , but you will destroy the war machine of a ruthless dictator . """,0
588,"Gen. Schwarzkopf said that some early reports that chemical weapons were used against allied troops turned out to be "" bogus . """,0
589,"Iraq is believed to have the ability to deliver chemical weapons in artillery shells or , perhaps , atop Soviet-made Frog7 missiles .",0
590,"Perhaps more important , it appears that allied troops have n't yet fully engaged Iraq 's vaunted Republican Guard , which has been sitting just north of the Iraq - Kuwait border and is considered the most potent element in the Iraqi defense .",0
591,"It remains to be seen how much damage the allied air campaign was able to inflict on the Guard , and whether President Hussein will commit his most valued troops to a fight-to-the-death finish .",0
592,"Certainly Saddam Hussein continues to implore his country to fight on . """,0
593,"Fight them , "" he urged Iraqis in a radio address .",0
594,""" All Iraqis , fight them with all the power you have , and all struggle for everything . """,0
595,"American war planners have long assumed that the early stage of the ground attack , in which American forces would use their speed to sweep around Iraqi defenses and their strength to punch through the relatively weak Iraqi front line , would be the easiest part .",0
596,"U.S. and Kuwaiti officials say there are reports that large numbers of civilians from Kuwait City are being rounded up and held by Iraqi troops , apparently either for use as human shields or for use later in bargaining once the war is over .",0
597,President Bush 's political argument for going to a ground war has been strengthened by the growing stream of reports of wanton Iraqi destruction inside Kuwait .,0
598,U.S. officials say that hundreds of Kuwaiti oil wells now may have been set afire .,0
599,"And Robert Gates , Mr. Bush 's deputy national security adviser , asserted in an interview on the Cable News Network that Iraqi troops have set fire to "" large sections "" of Kuwait City .",0
600,Mr. Bush and his aides were leaning toward a military conclusion of the crisis even before the latest reports of Iraqi atrocities in Kuwait came to light .,0
601,The president and his top aides tentatively decided on Feb . 11 that a ground war would be necessary .,0
602,"The decision was made after Defense Secretary Dick Cheney and Gen. Colin Powell , chairman of the Joint Chiefs of Staff , returned from a visit with military commanders in Saudi Arabia , administration officials say .",0
603,"Then , a week or so ago , Gen. Schwarzkopf secretly picked Saturday night as the optimal time to start the offensive .",0
604,The date was unaffected by the last-ditch Soviet peace initiative .,0
605,"The real problem with the Soviet proposals , U.S. officials now say , was that they all would have required lifting economic sanctions against Iraq .",0
606,"He argued setting an explicit deadline for Saddam Hussein to break would , when it was broken , give the U.S. military a clear green light to proceed .",0
607,"In setting out his final challenge to Saddam Hussein , Mr. Bush continued the intensive personal diplomacy he began after the invasion last August .",0
608,"Finally , when Iraq failed to respond to the U.S. ultimatum , Mr. Bush let the ground offensive begin as previously planned Saturday night .",0
609,"The attack was lightning quick , as allied forces punched through tall sand berms on the border and pushed forward into Iraq and Kuwait .",0
610,U.S. Marines were said to have breached troublesome mine fields along the Iraqi lines but Pentagon officials said no amphibious assault on Kuwait 's beaches had begun .,0
611,Long columns of Iraqi prisoners of war could be seen trudging through the desert toward the allied rear .,0
612,"U.S. commanders said 5,500 Iraqi prisoners were taken in the first hours of the ground war , though some military officials later said the total may have climbed above 8,000 .",0
613,"The U.S. hopes its troops will drive Iraqi forces out of Kuwait quickly , leaving much of Iraq 's offensive military equipment destroyed or abandoned in Kuwait .",0
614,It expects that tens of thousands of Iraqi soldiers will surrender to the U.S. and its allies over the next few days .,0
615,"If the allies succeed , Saddam Hussein will have plunged his country first into a fruitless eight-year war against Iran and then into a humiliating war against the U.S. and the allies to defend his conquest of Kuwait , leaving much of his country 's military establishment and modern infrastructure in ruins .",0
616,Outside analysts think Saddam Hussein 's position is indeed precarious .,0
617,""" I think frankly Saddam is finished , no matter what happens , "" says Christine Helms , a Middle East scholar who has written extensively about Iraq .",0
618,""" These guys simply do n't retire to condos over the Euphrates . """,0
619,"Despite the lack of any obvious successors , the Iraqi leader 's internal power base appeared to be narrowing even before the war began .",0
620,Some analysts say he appeared to be relying on a smaller and smaller circle of close advisers and relatives .,0
621,""" We looked to the United States , we expected you to have the moral edge , "" says Nasser Tahboub , a Jerusalem-born Jordanian who has an American wife and a doctorate in political science from Duke University .",0
622,""" Now we see that edge eroded .",0
623,"For me , it is a great tragedy .",0
624,"For the first time in history , the U.S. has gone to war with an Arab and Muslim nation , and we know a peaceful solution was in reach . """,0
625,The action came in response to a petition filed by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations .,1
626,"The White House said Mr. Bush decided to grant duty-free status for 18 categories , but turned down such treatment for other types of watches "" because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands . """,1
627,"The White House said President Bush has approved duty-free treatment for imports of certain types of watches that are n't produced in "" significant quantities "" in the U.S., the Virgin Islands and other U.S. possessions .",0
628,"Timex had requested duty-free treatment for many types of watches , covered by 58 different U.S. tariff classifications .",0
629,U.S. trade officials said the Philippines and Thailand would be the main beneficiaries of the president 's action .,0
630,"Magna International Inc.'s chief financial officer , James McAlpine , resigned and its chairman , Frank Stronach , is stepping in to help turn the automotive-parts manufacturer around , the company said .",1
631,"Stephen Akerfeldt , currently vice president finance , will succeed Mr. McAlpine .",0
632,An ambitious expansion has left Magna with excess capacity and a heavy debt load as the automotive industry enters a downturn .,0
633,"The company has reported declines in operating profit in each of the past three years , despite steady sales growth .",0
634,Magna recently cut its quarterly dividend in half and the company 's Class A shares are wallowing far below their 52-week high of 16.125 Canadian dollars ( US $ 13.73 ) .,0
635,"On the Toronto Stock Exchange yesterday , Magna shares closed up 37.5 Canadian cents to C $ 9.625 .",0
636,"Mr. Stronach , founder and controlling shareholder of Magna , resigned as chief executive officer last year to seek , unsuccessfully , a seat in Canada 's Parliament .",0
637,Analysts said Mr. Stronach wants to resume a more influential role in running the company .,0
638,They expect him to cut costs throughout the organization .,0
639,"The company said Mr. Stronach will personally direct the restructuring , assisted by Manfred Gingl , president and chief executive .",0
640,Neither they nor Mr. McAlpine could be reached for comment .,0
641,The offer is being launched pursuant to a previously announced agreement between the companies .,1
642,"Italian chemical giant Montedison S.p.A., through its Montedison Acquisition N.V. indirect unit , began its $ 37-a-share tender offer for all the common shares outstanding of Erbamont N.V., a maker of pharmaceuticals incorporated in the Netherlands .",0
643,"The offer , advertised in today 's editions of The Wall Street Journal , is scheduled to expire at the the end of November .",0
644,Montedison currently owns about 72 % of Erbamont 's common shares outstanding .,0
645,"The Kearny , N.J.-based maker of hair accessories and other cosmetic products said it cut the dividend due to its third-quarter loss of $ 992,000 , or 15 cents a share .",1
646,GOODY PRODUCTS Inc. cut its quarterly dividend to five cents a share from 11.5 cents a share .,0
647,The reduced dividend is payable Jan . 2 to stock of record Dec . 15 .,0
648,"In addition , operating results were hit by an increase in loan and real estate loss reserves .",1
649,"William C. Walbrecher Jr., an executive at San Francisco-based 1st Nationwide Bank , was named president and chief executive officer of Citadel Holding Corp. and its principal operating unit , Fidelity Federal Bank .",0
650,The appointment takes effect Nov . 13 .,0
651,"He succeeds James A. Taylor , who stepped down as chairman , president and chief executive in March for health reasons .",0
652,Edward L. Kane succeeded Mr. Taylor as chairman .,0
653,"Separately , Citadel posted a third-quarter net loss of $ 2.3 million , or 68 cents a share , versus net income of $ 5.3 million , or $ 1.61 a share , a year earlier .",0
654,"The latest results include some unusual write-downs , which had an after-tax impact of $ 4.9 million .",0
655,"Those included costs associated with the potential Valley Federal Savings and Loan Association acquisition , which was terminated on Sept . 27 , 1989 .",0
656,"Earnings were hurt by disposal of operations in its restructuring , Reed said .",1
657,"Reed International PLC said that net income for the six months ended Oct . 1 slipped 5 % to # 89.7 million ( $ 141.9 million ) , or 16 pence a share , from # 94.8 million ( $ 149.9 million ) , or 17.3 pence a share .",0
658,"The British paper , packaging and publishing concern , said profit from continuing lines fell 10 % to # 118 million from # 130.6 million .",0
659,"While there were no one-time gains or losses in the latest period , there was a one-time gain of # 18 million in the 1988 period .",0
660,"And while there was no profit this year from discontinued operations , last year they contributed # 34 million , before tax .",0
661,"Pretax profit fell 3.7 % to # 128 million from # 133 million and was below analysts ' expectations of # 130 million to # 135 million , but shares rose 6 pence to 388 pence in early trading yesterday in London .",0
662,"Reed is paying an interim dividend of 4.6 pence , up 15 % from 4 pence a year earlier .",0
663,Sales fell 20 % to # 722 million .,0
664,"The 32 % state-owned DSM had eight million guilders of extraordinary charges in the latest quarter , mainly to reflect one-time losses in connection with the disposal of some operations .",1
665,The charges were offset in part by a gain from the sale of the company 's construction division .,1
666,The charges were offset in part by a gain from the sale of the company 's construction division .,1
667,The earnings growth also was fueled by the company 's ability to cut net financing spending by half to around 15 million guilders .,1
668,N.V. DSM said net income in the third quarter jumped 63 % as the company had substantially lower extraordinary charges to account for a restructuring program .,0
669,"The Dutch chemical group said net income gained to 235 million guilders ( $ 113.2 million ) , or 6.70 guilders a share , from 144 million guilders , or 4.10 guilders a share , a year ago .",0
670,The truck maker said the significant drop in net income will result in lower earnings for the fiscal year .,1
671,"Oshkosh Truck Corp., Oshkosh , Wis . , estimated earnings for its fourth quarter ended Sept . 30 fell 50 % to 75 % below the year-earlier $ 4.5 million , or 51 cents a share .",0
672,"Oshkosh Truck attributed the downturn in its earnings to higher start-up costs of its new chassis division , a softer motor-home market and higher administrative costs of compliance with government contractor regulations .",0
673,"The company said it is in the process of phasing out John Deere , its current source of production for midsized motor home chassis .",0
674,"Travelers Corp.'s third-quarter net income rose 11 % , even though claims stemming from Hurricane Hugo reduced results $ 40 million .",1
675,Travelers estimated that the California earthquake last month will result in a fourth-quarter pre-tax charge of less than $ 10 million .,1
676,But revenue declined to $ 3 billion from $ 3.2 billion .,0
677,"Travelers 's employee benefits group , which includes its group health insurance operations , posted earnings of $ 24 million , compared with a loss of $ 3 million last year .",0
678,"In the first nine months , net was $ 306 million , compared with a loss of $ 195 million in the 1988 period .",0
679,The move boosts Intelogic Chairman Asher Edelman 's stake to 20 % from 16.2 % and may help prevent Martin Ackerman from making a run at the computer-services concern .,1
680,"Intelogic Trace Inc., San Antonio , Texas , said it bought 2.7 million shares , or about 18 % , of its common stock from an unaffiliated shareholder for $ 3.625 a share , or $ 9.9 million .",0
681,"The action followed by one day an Intelogic announcement that it will retain an investment banker to explore alternatives "" to maximize shareholder value , "" including the possible sale of the company .",0
682,"In New York Stock Exchange composite trading yesterday , Intelogic shares rose 37.5 cents to close at $ 2.75 .",0
683,"Mr. Edelman declined to specify what prompted the recent moves , saying they are meant only to benefit shareholders when "" the company is on a roll . """,0
684,"He added , "" This has nothing to do with Marty Ackerman and it is not designed , particularly , to take the company private . """,0
685,"His appointment to that post , which has senior administrative , staff and policy responsibilities , followed a several-year tenure as Reuters 's editor in chief .",1
686,"In a telephone interview , Mr. Reupke said his departure was for "" personal reasons , "" which he declined to specify .",1
687,He also rejected reports that his departure stemmed from disappointment the general manager 's post had n't also led to a board directorship at the London-based news organization .,1
688,"A Reuters spokesman said the departure reflects "" no change in strategy or profits . """,1
689,"I would be very surprised if his departure signals any change in strategy or change in profit expectations . """,1
690,"I would be very surprised if his departure signals any change in strategy or change in profit expectations . """,1
691,"Reuters Holdings PLC said Michael Reupke resigned as general manager to pursue unspecified interests , a move the news organization termed an "" amicable separation . """,0
692,"Mr. Reupke , 52 years old and a 27-year Reuters veteran , had been the information-services company 's general manager for only six months .",0
693,""" If I were choosing the people of tomorrow , I would have chosen the people who are now on the board , "" he said .",0
694,"In the U.S. over-the-counter market , American depositary shares for Reuters , each representing three shares in the London market , closed unchanged at $ 43.875 .",0
695,"The senior of the three executives who will assume Mr. Reupke 's duties is Nigel Judah , 58 , finance director and a Reuters board director .",0
696,"Peter Holland , 45 , deputy general manager , becomes director of corporate affairs .",0
697,DD Acquisition said the extension is to allow this process to be completed .,1
698,"DD Acquisition Corp., a partnership of Unicorp Canada Corp.'s Kingsbridge Capital Group and Cara Operations Ltd., extended to Nov . 20 its $ 45-a-share offer for all Dunkin ' Donuts Inc. shares outstanding .",0
699,"The offer , which was due to expire yesterday , is conditional on 50.1 % of Dunkin ' common shares , on a fully diluted basis , being tendered and on the withdrawal of the company 's poison pill rights plan .",0
700,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin 's poison pill rights and employee stock ownership plans , which it claims were put in place to deter bidders .",0
701,"Acquisition said 2.2 million shares , or about 38.5 % of the shares outstanding , have been tendered under its offer .",0
702,The partners said they already hold 15 % of all shares outstanding .,0
703,Dunkin ' has set Nov . 10 as the deadline for the receipt of any competing bids .,0
704,"The charges were partly offset by a $ 2 million gain on the sale of investments of two joint ventures , he said .",1
705,"Savin Corp. reported a third-quarter net loss of $ 35.2 million , or 31 cents a share , compared with year-earlier profit of $ 3.8 million , or one cent a share .",0
